eli,Precipitacion,Humedad,'Direccion del Viento','Velocidad del Viento',Temperatura_
10366,4,1,136,14,4.0
13313,0,37,211,7,5.0
29005,0,44,177,14,7.0
9594,0,47,121,53,5.0
25863,0,75,170,23,5.0
3732,0,38,38,19,4.0
38769,0,45,34,13,3.0
36766,0,89,237,9,3.0
33242,10,1,138,6,3.0
15201,0,56,18,17,3.0
19146,0,69,109,45,5.0
29533,0,21,130,33,5.0
22066,0,50,39,17,3.0
38433,0,48,300,7,3.0
34914,0,60,130,47,5.0
26757,0,1,159,9,4.0
7238,0,88,179,39,3.0
27732,0,27,296,12,6.0
32228,2,92,312,13,4.0
37549,0,51,21,23,3.0
11770,0,73,354,12,4.0
3552,0,39,154,34,6.0
34799,0,1,182,11,3.0
4357,0,33,145,31,6.0
33777,0,73,41,7,4.0
16653,0,67,138,42,6.0
26681,0,88,166,13,5.0
9199,0,90,27,6,3.0
31976,0,67,313,10,3.0
9342,0,1,341,9,3.0
162,5,1,300,6,3.0
31315,0,29,125,47,4.0
7766,0,1,20,17,3.0
21134,0,43,130,41,5.0
25887,0,64,241,13,5.0
2474,0,21,178,32,5.0
10593,0,67,89,8,3.0
20128,0,42,127,46,6.0
8674,0,75,190,11,3.0
10163,0,88,357,9,3.0
26954,0,89,1,96,2.0
21818,0,14,359,15,3.0
26376,2,1,155,7,3.0
14472,0,55,161,5,3.0
27651,0,65,70,5,3.0
4976,0,62,147,28,5.0
16740,0,90,28,7,3.0
3472,0,54,10,9,3.0
11634,5,93,147,30,5.0
5892,0,21,121,58,6.0
11333,0,95,58,10,3.0
503,0,69,307,8,5.0
40436,0,61,173,40,6.0
34779,0,72,20,19,4.0
11213,0,1,347,11,3.0
20663,0,60,298,35,4.0
29709,0,35,14,10,4.0
20122,0,64,29,16,3.0
1042,0,60,24,7,5.0
26187,0,76,9,11,5.0
37672,0,31,1,7,6.0
31757,0,39,320,36,3.0
20316,0,32,113,33,6.0
30573,0,39,36,6,2.0
32445,0,64,1,96,2.0
32957,0,28,1,55,7.0
5027,0,51,61,5,4.0
20717,0,40,246,58,3.0
40243,0,28,13,48,8.0
2797,0,58,352,15,3.0
35833,8,1,111,11,3.0
8809,0,81,84,16,3.0
16072,0,32,214,19,8.0
31958,0,54,156,31,5.0
12673,0,69,355,19,4.0
5746,0,21,184,22,5.0
1196,0,89,67,18,5.0
19138,0,83,20,17,3.0
40745,0,69,129,49,5.0
18567,0,69,174,28,5.0
13482,0,66,65,3,4.0
32088,0,71,334,25,3.0
27500,0,78,199,17,5.0
19762,0,73,55,17,4.0
17741,0,1,326,8,3.0
32289,0,71,346,31,2.0
37641,0,43,301,12,3.0
10214,0,65,190,8,5.0
38137,0,40,201,19,4.0
35685,0,79,162,28,3.0
16647,0,43,172,25,7.0
34280,4,80,348,14,3.0
628,0,75,39,12,4.0
30580,0,43,38,8,2.0
9077,0,81,337,15,3.0
27395,0,51,212,22,5.0
18947,0,51,353,9,4.0
15504,0,54,181,29,5.0
22127,0,62,46,8,4.0
2224,0,22,338,33,4.0
23401,0,87,357,11,3.0
7121,0,1,203,8,2.0
7140,1,1,197,6,2.0
25413,0,80,257,10,4.0
30558,0,43,36,9,3.0
27743,0,89,8,6,4.0
12844,0,83,48,12,3.0
4842,0,91,314,7,4.0
6630,0,82,108,38,4.0
26645,0,77,335,11,4.0
27174,0,67,329,8,4.0
16488,0,88,250,6,4.0
22354,0,64,336,10,3.0
20445,0,55,168,9,4.0
18352,0,84,164,29,6.0
14953,0,57,146,50,3.0
25737,0,1,22,5,3.0
8925,0,75,134,44,5.0
19746,0,69,141,40,6.0
13474,0,30,272,34,6.0
33864,10,1,115,39,3.0
30014,0,11,116,55,6.0
39289,0,43,207,8,4.0
209,10,1,336,9,3.0
40311,0,50,243,18,6.0
27903,0,68,137,37,6.0
18584,1,1,314,10,3.0
4643,0,1,84,5,3.0
32695,0,34,129,47,6.0
33634,0,76,324,6,3.0
10066,0,95,9,10,2.0
32108,0,60,338,8,4.0
964,0,1,50,15,2.0
15322,0,62,352,36,3.0
28823,0,49,38,12,3.0
9430,1,78,281,10,5.0
14192,0,7,246,48,5.0
7897,0,76,163,16,6.0
9698,0,90,332,11,4.0
18465,1,1,347,11,3.0
10291,0,79,126,44,5.0
14600,0,38,235,29,5.0
29571,0,32,347,11,3.0
34489,54,94,333,4,3.0
23311,0,80,338,7,3.0
15977,0,22,126,62,5.0
7191,0,90,58,6,3.0
37121,0,61,173,25,5.0
16864,0,1,137,19,3.0
30926,0,15,133,43,7.0
40282,0,40,333,23,4.0
9463,0,1,356,22,3.0
32737,0,54,33,11,3.0
31849,0,42,302,40,4.0
11478,0,88,61,8,4.0
20151,0,43,131,50,5.0
17961,1,1,193,7,3.0
14285,0,55,335,9,2.0
35000,0,14,9,17,3.0
16192,0,30,170,18,7.0
34505,0,75,194,30,5.0
33000,0,65,48,10,3.0
24707,0,58,119,8,5.0
8477,0,50,9,8,4.0
7791,0,1,25,15,3.0
1233,0,46,25,19,4.0
35446,2,1,122,27,3.0
26929,0,62,45,13,2.0
5077,0,60,285,6,4.0
35071,0,40,20,10,4.0
3197,0,28,134,45,6.0
6970,0,91,37,5,3.0
19535,0,1,345,8,4.0
10276,0,79,348,19,3.0
36065,0,73,191,12,6.0
9128,0,73,246,25,3.0
40822,0,1,119,31,3.0
15919,0,28,43,15,3.0
22252,0,68,360,14,3.0
25273,0,57,1,96,3.0
30410,0,39,351,22,3.0
13827,0,59,26,19,2.0
6885,0,59,163,27,5.0
37177,0,73,334,10,4.0
11803,0,1,110,29,4.0
17519,0,71,235,66,5.0
29007,0,40,164,35,6.0
8967,0,80,151,10,4.0
26816,0,64,344,16,4.0
20317,0,25,282,47,7.0
24791,0,78,44,10,4.0
5982,0,45,19,11,4.0
3991,0,56,40,8,3.0
14065,0,44,42,17,3.0
18749,0,64,319,34,5.0
39365,0,66,211,7,4.0
2022,0,53,12,18,3.0
1992,0,53,16,13,4.0
39548,0,37,131,43,6.0
4034,0,44,117,45,5.0
2684,0,31,9,16,3.0
24365,0,89,36,4,3.0
20386,0,30,343,28,2.0
11996,0,1,114,40,3.0
12303,0,94,290,6,4.0
20610,0,66,36,7,4.0
11867,0,95,339,6,3.0
4969,0,62,156,12,5.0
28815,0,38,158,35,6.0
39361,0,87,280,14,3.0
18561,0,65,314,8,3.0
6426,0,95,108,14,2.0
4979,0,67,348,9,4.0
432,0,71,177,10,5.0
33785,0,76,165,8,4.0
28367,0,73,345,6,4.0
9592,0,39,131,31,5.0
35555,0,87,348,17,1.0
37513,0,38,168,6,4.0
3084,0,18,26,17,4.0
10886,0,1,299,10,3.0
612,0,1,229,8,4.0
38842,0,65,322,9,3.0
33728,0,1,84,6,3.0
37307,0,44,302,35,4.0
9420,0,80,338,15,3.0
23238,0,77,301,6,3.0
19115,0,89,8,12,3.0
37506,0,36,183,33,6.0
19506,0,73,122,48,6.0
40878,0,94,76,16,3.0
36693,0,73,137,41,5.0
29182,0,36,43,15,4.0
197,0,76,184,12,5.0
33821,0,89,1,96,5.0
1216,0,83,180,13,6.0
2223,0,20,341,34,4.0
34050,0,80,198,17,5.0
12770,0,1,66,9,3.0
11768,0,84,352,17,4.0
26662,2,1,265,6,3.0
8848,0,78,178,10,4.0
24205,0,58,122,12,5.0
15576,0,88,295,9,3.0
905,0,88,118,54,5.0
17353,0,1,144,7,3.0
38136,0,35,159,14,4.0
5259,0,16,128,41,5.0
30446,0,28,129,48,5.0
24625,6,91,339,8,3.0
24053,0,58,44,9,2.0
16062,0,72,30,8,3.0
13623,0,65,121,65,4.0
12350,1,93,324,8,4.0
9205,0,80,18,9,3.0
22466,0,50,321,10,4.0
37336,0,50,202,6,5.0
6866,0,93,140,23,5.0
36702,0,89,290,8,3.0
14565,0,71,201,54,4.0
22887,0,58,162,35,4.0
28997,0,62,16,9,3.0
32899,0,45,309,31,4.0
37685,0,43,360,14,4.0
10873,16,1,316,9,3.0
30915,0,46,52,7,4.0
8074,0,69,317,10,4.0
28140,0,66,150,15,6.0
39793,0,80,19,10,3.0
4411,0,79,32,15,3.0
27647,0,84,142,7,3.0
26108,4,89,145,15,5.0
30542,0,18,132,51,5.0
28373,0,83,24,8,3.0
8223,0,1,99,12,3.0
21007,0,35,41,23,3.0
34948,0,94,358,5,2.0
9641,0,64,183,19,4.0
10384,0,43,163,16,6.0
20566,0,65,28,7,4.0
21377,0,42,137,48,6.0
26199,0,53,266,24,7.0
24135,0,76,194,13,5.0
33373,0,83,32,6,3.0
14660,0,73,333,17,3.0
26971,2,90,184,12,3.0
13708,0,40,15,35,3.0
37688,0,43,22,14,3.0
38542,0,38,139,32,5.0
7090,0,1,269,6,3.0
11297,0,83,160,34,5.0
8487,0,59,171,15,4.0
22940,0,77,115,54,5.0
4312,0,39,169,34,5.0
37184,0,62,355,19,3.0
7122,0,1,170,10,3.0
2349,0,56,14,15,3.0
4739,0,91,346,18,3.0
29401,0,30,341,13,4.0
7908,0,59,15,29,5.0
36429,0,76,149,43,5.0
21177,0,50,299,70,3.0
10186,0,81,333,26,4.0
35008,0,12,117,28,5.0
17395,0,87,130,36,5.0
29828,0,45,164,7,4.0
32765,0,49,183,29,6.0
17238,0,77,307,15,4.0
7767,1,1,94,10,3.0
38589,0,36,141,45,6.0
866,0,76,146,59,4.0
1600,0,53,121,55,6.0
27152,0,79,303,9,3.0
25865,0,70,127,41,5.0
17833,0,1,18,6,3.0
21068,0,77,352,22,3.0
19980,0,44,343,29,4.0
13418,0,81,135,9,3.0
26100,0,76,291,7,4.0
27740,0,87,162,25,5.0
11426,1,94,347,27,4.0
16376,0,67,3,18,4.0
23601,0,81,352,8,3.0
34939,0,61,145,41,4.0
13864,0,53,184,18,4.0
30841,0,49,331,22,3.0
7754,0,1,178,11,3.0
24871,0,76,235,9,4.0
31548,0,50,200,14,6.0
13522,0,35,133,29,6.0
11208,27,1,128,8,3.0
34244,2,93,226,14,4.0
33268,37,1,275,16,3.0
14607,0,55,177,39,6.0
28530,0,33,163,30,7.0
2107,0,72,298,11,3.0
36852,0,95,359,11,2.0
19750,0,90,51,10,4.0
9855,0,75,207,7,4.0
10294,0,91,141,4,4.0
17585,0,1,122,44,4.0
18214,10,1,145,8,4.0
9599,0,90,84,18,3.0
35901,0,88,182,31,5.0
14146,0,34,166,26,7.0
14216,0,27,101,58,6.0
9252,0,82,10,9,3.0
461,0,71,207,11,6.0
16573,0,68,91,5,5.0
19945,0,50,29,11,4.0
2252,0,13,326,27,4.0
17003,0,80,94,3,4.0
20446,0,61,356,10,3.0
27308,0,91,70,7,5.0
9696,0,94,253,6,4.0
22727,0,44,327,15,6.0
1287,0,35,155,33,7.0
25880,0,77,31,9,3.0
7335,0,1,104,5,3.0
32095,0,46,36,9,4.0
21203,0,44,349,32,3.0
37999,0,48,335,8,3.0
680,0,77,188,17,5.0
6741,0,50,184,10,7.0
33972,0,1,69,9,1.0
3316,0,51,131,22,4.0
37767,0,55,345,23,3.0
25077,0,93,119,25,3.0
10865,0,1,159,22,4.0
15496,0,40,289,39,6.0
713,0,1,211,6,4.0
29881,0,29,38,17,4.0
31247,0,67,344,6,3.0
8019,25,95,9,8,4.0
6348,0,90,25,7,3.0
9403,0,68,150,36,5.0
28231,0,80,58,8,3.0
26800,0,89,187,34,5.0
15074,0,43,20,17,4.0
15174,0,71,280,7,3.0
11305,12,95,332,11,3.0
10274,1,86,160,4,3.0
25534,4,77,297,53,3.0
4916,0,72,356,14,3.0
20709,0,42,303,26,5.0
23463,0,33,79,69,6.0
12695,1,1,350,8,3.0
9622,8,89,352,6,2.0
7651,0,87,314,31,4.0
13540,0,71,32,13,2.0
30045,0,55,22,10,4.0
23241,0,71,332,10,3.0
24361,12,94,341,9,3.0
15507,0,34,212,34,5.0
8355,0,59,331,9,3.0
1805,0,49,344,32,4.0
1187,0,55,57,9,7.0
7067,0,82,39,6,4.0
35900,0,81,173,30,5.0
6130,0,83,202,13,4.0
36640,0,50,214,8,4.0
32235,0,72,132,3,4.0
29281,0,36,340,30,3.0
34091,0,81,343,19,4.0
30626,0,57,10,6,3.0
17248,0,81,176,12,5.0
5410,0,34,29,6,4.0
19908,0,78,42,8,4.0
25497,0,50,351,77,5.0
34677,23,88,241,11,5.0
16930,0,90,301,6,3.0
9187,0,58,107,42,5.0
26839,0,66,20,10,4.0
32849,0,75,65,8,4.0
35004,0,14,353,24,3.0
9734,0,80,127,9,3.0
19711,0,79,345,24,4.0
10944,2,1,116,29,3.0
25814,0,84,193,16,5.0
15107,0,72,157,7,3.0
25021,0,1,187,18,3.0
36773,0,1,85,8,3.0
21806,0,26,152,44,6.0
24675,0,71,97,12,4.0
1061,0,78,18,8,3.0
18169,0,95,336,27,4.0
26216,0,56,4,16,5.0
205,4,1,150,7,4.0
7325,1,1,180,11,3.0
26625,0,80,5,8,4.0
15581,0,77,18,11,4.0
34572,0,59,358,10,5.0
5108,0,38,342,13,3.0
22207,0,35,257,11,4.0
8612,0,38,114,74,6.0
33670,16,1,149,13,3.0
21629,0,38,19,24,3.0
6391,0,67,121,76,5.0
37023,0,48,298,23,5.0
34688,0,65,323,13,4.0
16594,0,77,356,11,4.0
7598,0,1,123,8,4.0
4134,0,12,348,29,4.0
17424,0,84,301,32,5.0
37223,0,35,95,33,5.0
38713,0,47,290,8,4.0
1663,0,60,343,25,4.0
16016,0,78,31,9,2.0
38265,0,32,31,9,3.0
38898,0,46,174,34,5.0
23550,0,76,57,9,3.0
37065,0,48,31,14,4.0
2415,0,35,349,17,3.0
37727,0,46,127,36,5.0
18281,15,95,120,39,5.0
31338,0,29,130,48,5.0
2908,0,36,133,42,6.0
25875,0,76,313,6,4.0
7139,1,1,271,4,2.0
28719,0,49,152,40,5.0
18831,0,81,192,24,5.0
11207,1,1,105,19,3.0
18973,0,75,198,8,5.0
39052,0,40,23,15,3.0
32400,0,32,5,15,3.0
5128,0,46,15,8,4.0
15877,0,26,54,10,4.0
14407,0,46,326,29,3.0
25430,0,42,339,58,6.0
31502,0,51,191,29,6.0
26145,0,70,330,19,4.0
1527,0,57,109,52,6.0
3568,0,43,40,11,3.0
20211,0,61,29,17,4.0
40801,0,1,321,6,3.0
10498,0,71,6,10,3.0
27522,0,66,129,37,5.0
19255,0,79,336,38,4.0
24235,0,55,111,32,6.0
24538,0,66,63,10,4.0
34064,0,90,268,11,5.0
38821,0,60,357,13,2.0
28497,0,46,351,27,4.0
22617,0,95,174,6,3.0
39352,0,20,131,7,6.0
30479,0,46,32,15,3.0
16018,0,70,334,9,2.0
23708,0,72,118,37,4.0
21955,0,32,115,62,6.0
5371,0,25,121,53,6.0
14236,0,70,341,14,3.0
31312,0,31,114,82,5.0
25516,0,62,359,9,5.0
6207,1,1,354,9,3.0
5495,2,53,62,14,4.0
31751,0,36,146,49,5.0
8816,0,71,64,7,4.0
28261,0,42,184,22,6.0
17976,6,1,111,22,3.0
13215,0,55,178,43,6.0
6647,0,76,37,10,4.0
10536,0,1,14,13,4.0
14583,0,57,158,36,5.0
22373,0,48,8,13,3.0
13293,0,38,30,19,4.0
6350,0,1,299,6,3.0
36936,0,76,274,6,4.0
21297,0,44,29,16,3.0
22360,0,33,132,60,6.0
6649,0,58,188,11,5.0
34637,0,61,352,27,4.0
12151,0,84,181,15,4.0
8098,0,94,80,14,3.0
17002,0,82,290,9,4.0
16415,0,1,233,11,4.0
1551,0,44,125,48,6.0
20508,0,34,16,14,6.0
23060,0,35,35,58,6.0
21721,0,42,30,13,4.0
29638,0,14,38,9,4.0
12694,0,1,184,5,3.0
29600,0,17,27,25,3.0
10834,0,1,350,9,3.0
32239,0,61,19,15,4.0
20295,0,47,145,36,6.0
35708,0,57,137,41,5.0
2965,0,77,286,9,3.0
23737,0,95,300,18,3.0
25799,0,83,21,10,4.0
32196,0,58,188,23,5.0
6749,2,1,177,7,3.0
14899,0,64,21,5,3.0
10000,0,93,161,10,4.0
17747,0,95,333,7,3.0
22025,0,22,317,63,8.0
20776,0,35,182,24,5.0
28185,0,71,337,28,4.0
27973,0,54,199,11,7.0
21751,0,46,292,53,4.0
29802,0,37,159,27,6.0
38266,0,34,326,22,3.0
29227,0,44,187,25,5.0
32026,0,38,300,18,6.0
14463,0,39,115,59,4.0
19698,0,84,186,19,5.0
25565,0,75,8,13,3.0
14933,0,40,307,10,4.0
40190,0,50,46,40,5.0
16434,0,77,121,47,5.0
11039,0,1,206,9,2.0
2375,0,53,38,11,3.0
33489,0,67,34,9,4.0
36929,0,34,261,16,7.0
8058,0,54,2,18,5.0
32153,0,45,147,43,6.0
1301,0,72,43,14,3.0
3237,0,33,27,24,3.0
11078,0,1,153,27,3.0
9491,0,1,52,9,3.0
31423,0,73,35,9,3.0
8955,0,76,301,8,4.0
26746,0,73,344,29,3.0
12235,0,53,49,14,5.0
41079,0,67,200,15,4.0
35345,0,78,184,27,5.0
10215,1,61,291,42,5.0
40040,0,53,212,44,4.0
13119,0,56,160,35,6.0
40219,0,34,164,45,7.0
18476,14,1,96,69,4.0
16811,0,82,122,8,3.0
37640,0,42,25,13,3.0
491,1,92,332,14,5.0
2829,0,48,23,18,3.0
11339,0,95,343,14,3.0
23108,0,30,129,58,6.0
21319,0,30,355,24,3.0
8145,0,87,138,8,3.0
15812,0,45,117,60,5.0
16965,0,93,203,17,4.0
26562,52,93,147,16,4.0
14078,0,30,128,46,6.0
12240,0,46,313,10,3.0
39226,0,66,360,8,3.0
13075,0,1,79,6,3.0
10503,0,55,194,7,6.0
37929,0,67,21,10,3.0
2001,0,57,352,24,3.0
8797,0,28,354,17,5.0
32739,0,48,335,15,4.0
37432,0,68,170,12,4.0
10553,0,58,174,13,6.0
36799,0,82,325,12,3.0
31938,0,61,122,58,5.0
40561,0,90,140,5,4.0
21648,0,35,50,5,3.0
4818,0,89,316,6,3.0
24444,0,73,196,6,4.0
969,0,75,335,26,4.0
9048,0,1,256,9,3.0
13963,0,61,345,22,3.0
27088,0,75,183,23,5.0
12400,0,94,254,8,4.0
9333,0,64,126,47,5.0
10952,0,1,27,6,3.0
15535,0,86,22,7,3.0
8876,0,84,177,23,5.0
27291,0,49,355,26,4.0
38192,0,34,318,38,4.0
16498,0,71,19,11,4.0
13592,0,89,356,11,3.0
20269,0,30,164,13,6.0
1087,0,60,268,25,5.0
7785,0,1,156,22,3.0
31631,0,88,7,5,3.0
11724,0,82,108,6,3.0
1700,0,58,242,4,6.0
38843,0,61,304,11,3.0
27617,0,53,143,39,6.0
19926,0,77,36,10,3.0
32866,0,56,226,22,5.0
10687,0,1,17,6,3.0
37463,0,40,175,36,6.0
27547,0,84,125,33,5.0
30528,0,35,333,8,3.0
20349,0,70,351,8,4.0
10216,0,84,166,8,5.0
28887,0,42,172,31,7.0
35152,0,44,313,23,6.0
25520,0,64,65,10,4.0
19717,0,73,164,13,5.0
2820,0,61,55,9,3.0
17505,0,1,22,11,3.0
19564,0,93,29,11,4.0
27181,0,67,187,22,5.0
23112,0,53,36,13,3.0
14514,0,59,360,6,3.0
17433,0,79,44,11,4.0
40796,0,90,147,24,4.0
75,0,90,353,11,3.0
15656,0,94,52,6,3.0
31536,0,72,343,19,3.0
12697,7,95,333,17,3.0
29402,0,31,38,15,4.0
8337,0,67,331,13,3.0
36506,0,91,338,13,3.0
31596,0,53,163,32,5.0
1003,0,79,180,11,5.0
5549,0,64,43,8,4.0
7156,0,90,106,7,3.0
14576,0,40,24,65,5.0
38365,0,42,25,8,2.0
39609,0,75,343,15,3.0
6979,0,81,170,32,4.0
25409,0,68,142,45,6.0
37969,0,49,344,9,3.0
10698,0,68,120,45,5.0
40126,0,57,188,23,5.0
8157,0,69,151,35,6.0
1401,0,90,50,11,2.0
30429,0,42,40,8,3.0
18697,0,1,17,7,3.0
23191,0,71,325,9,3.0
39930,0,57,162,34,6.0
17477,0,70,179,22,5.0
30252,0,6,287,31,6.0
38783,0,51,181,34,5.0
39231,0,66,223,7,3.0
13236,0,50,176,30,5.0
5324,0,30,121,63,6.0
35223,0,1,99,4,3.0
33127,0,75,133,34,5.0
15100,0,51,24,17,5.0
5609,0,35,131,43,6.0
2938,0,71,15,12,3.0
24399,0,75,180,26,5.0
22927,0,93,21,6,3.0
28604,0,55,13,5,4.0
15729,0,88,3,8,3.0
485,0,82,188,11,6.0
16757,1,90,128,4,4.0
26592,0,83,297,8,4.0
11488,0,83,152,42,6.0
7445,0,1,138,6,4.0
28453,0,32,172,33,6.0
21977,0,26,122,61,6.0
8836,0,84,27,7,4.0
36143,4,1,141,11,4.0
22,0,95,119,10,4.0
38614,0,47,183,16,5.0
16132,0,53,348,31,5.0
12347,0,82,166,44,5.0
19335,0,94,120,36,4.0
2364,0,50,224,7,4.0
28332,0,57,184,29,6.0
18020,1,1,122,23,3.0
5179,0,70,315,7,4.0
5334,0,50,346,25,3.0
25769,0,90,162,32,5.0
32495,0,40,1,96,3.0
40042,0,62,331,14,4.0
24438,0,91,43,7,3.0
36914,0,84,351,12,4.0
37351,0,90,341,12,3.0
30070,0,47,19,11,3.0
33057,0,91,185,26,4.0
24152,0,1,354,3,2.0
32183,0,71,314,40,3.0
35860,0,93,290,7,4.0
14597,0,57,325,17,2.0
3122,0,21,191,30,7.0
5296,0,56,172,18,5.0
10270,6,93,39,15,3.0
4631,0,65,359,12,3.0
27357,2,81,25,15,4.0
35795,0,79,21,10,3.0
25296,2,86,334,9,4.0
17662,17,92,326,16,3.0
1307,0,50,134,7,6.0
11476,0,90,22,6,4.0
27425,2,87,165,26,6.0
36491,0,69,341,30,3.0
31604,0,92,306,5,3.0
17416,0,71,171,29,5.0
6154,0,80,105,45,5.0
11692,11,94,346,10,3.0
35427,2,1,126,18,3.0
8938,0,89,21,9,4.0
1545,0,61,33,19,3.0
23730,0,61,123,52,6.0
35159,0,70,153,37,6.0
16469,0,94,52,8,3.0
858,0,89,132,22,6.0
39894,0,78,46,7,3.0
18080,0,95,209,9,3.0
14746,0,47,178,35,5.0
8004,0,62,136,9,5.0
10062,0,1,34,12,3.0
39331,0,38,164,26,6.0
7484,0,93,143,28,5.0
14352,0,59,82,11,3.0
7289,1,1,172,19,3.0
34238,0,76,107,5,3.0
23798,0,67,158,16,5.0
39135,0,13,235,71,4.0
22032,0,50,224,6,4.0
27175,0,66,341,16,3.0
8643,0,54,72,7,4.0
22325,0,48,9,13,4.0
14737,0,37,20,13,4.0
2668,0,19,138,48,6.0
23450,0,70,24,7,4.0
6324,0,91,79,7,3.0
658,0,70,185,30,6.0
19685,0,92,58,8,4.0
3657,0,47,333,8,4.0
15171,0,57,141,40,5.0
37213,0,58,34,13,3.0
31545,0,54,344,9,3.0
25387,0,67,110,35,5.0
14764,0,55,25,14,4.0
6122,1,93,294,13,3.0
11591,2,1,105,43,3.0
38018,0,50,5,9,3.0
13323,0,38,11,11,4.0
21836,0,34,323,7,4.0
16309,0,93,287,7,4.0
12736,0,1,103,39,3.0
3659,0,48,73,16,4.0
323,0,72,139,10,4.0
30265,0,13,22,14,4.0
40792,0,72,174,35,5.0
23743,0,75,296,14,3.0
36048,0,1,123,24,3.0
8794,0,60,3,9,4.0
3546,0,48,55,11,3.0
13145,0,68,188,25,5.0
23629,0,83,124,24,4.0
10845,0,1,116,36,3.0
5815,0,15,9,17,2.0
20690,0,57,331,22,4.0
26496,0,80,178,7,4.0
15211,0,50,179,34,4.0
39031,0,42,338,13,4.0
4387,0,56,19,8,4.0
30578,0,42,338,22,2.0
27971,0,45,57,48,6.0
18318,0,86,44,9,4.0
38615,0,46,187,18,5.0
20825,0,33,330,11,4.0
17426,0,1,311,10,3.0
22276,0,73,257,9,3.0
16352,0,1,141,6,3.0
11746,0,1,304,15,3.0
18441,0,91,33,7,4.0
16412,0,94,134,24,4.0
35941,0,59,336,25,4.0
21801,0,30,357,43,3.0
5519,0,53,162,37,6.0
683,0,81,144,34,5.0
12098,3,1,354,9,3.0
9183,0,64,124,6,5.0
37404,0,83,16,6,2.0
4423,0,45,168,33,4.0
35422,2,95,270,9,3.0
30152,0,18,50,15,4.0
4043,0,46,9,5,4.0
28895,0,40,353,39,5.0
26354,0,75,314,5,4.0
10429,0,56,32,22,4.0
11534,2,78,297,9,4.0
39093,0,27,120,64,5.0
38019,0,51,331,7,3.0
19186,0,94,246,6,3.0
37697,0,36,163,17,5.0
31970,0,62,8,16,4.0
23770,0,81,341,12,4.0
35304,6,1,156,13,3.0
6260,0,1,55,8,2.0
32808,0,70,4,7,2.0
21710,0,30,121,61,6.0
4608,0,56,1,27,6.0
39594,0,32,137,36,5.0
35543,0,94,127,28,4.0
37556,0,33,131,49,6.0
40020,0,42,16,40,4.0
14461,0,38,118,59,4.0
26581,0,66,185,15,6.0
11278,3,1,123,11,3.0
5423,0,28,141,40,6.0
31081,0,56,156,7,3.0
2946,0,50,12,8,4.0
8599,0,55,10,12,3.0
36982,0,48,115,47,6.0
22714,0,45,343,53,5.0
34608,0,1,110,9,4.0
15923,0,11,41,14,3.0
39731,0,47,16,17,4.0
30640,0,39,126,56,5.0
37434,0,57,134,48,5.0
141,0,1,92,7,3.0
27510,0,37,17,18,4.0
7507,3,1,127,30,4.0
29920,0,33,141,45,6.0
31971,0,59,169,5,4.0
29101,0,25,181,29,8.0
7143,2,1,109,41,2.0
13632,0,82,5,13,3.0
21808,0,28,127,55,5.0
15303,0,51,299,42,3.0
857,0,76,123,57,7.0
34872,0,68,119,28,4.0
36296,0,80,310,2,4.0
29649,0,17,3,9,4.0
20163,0,65,347,8,4.0
16363,0,93,140,13,4.0
28403,0,35,151,12,6.0
26768,0,82,44,14,3.0
29006,0,46,169,29,6.0
20389,0,8,61,10,7.0
24188,0,84,114,28,3.0
33790,0,70,186,18,4.0
31975,0,53,11,10,4.0
21449,0,23,132,46,6.0
24786,4,91,132,19,4.0
513,0,69,337,36,5.0
5727,0,13,130,47,6.0
37813,0,61,224,10,2.0
12801,0,56,161,10,6.0
21843,0,27,37,16,3.0
12397,0,93,155,23,4.0
25860,0,72,127,5,4.0
29363,0,36,267,8,4.0
40973,0,64,212,9,3.0
12319,0,40,261,19,6.0
5887,0,17,18,12,4.0
25391,37,88,257,14,3.0
37534,0,28,150,42,6.0
17226,0,70,172,37,7.0
1630,0,73,30,7,4.0
39270,0,57,11,6,3.0
36981,0,47,120,59,6.0
26166,0,86,335,9,4.0
2070,0,50,160,8,6.0
29474,0,28,345,16,4.0
1927,0,64,355,13,4.0
41061,0,84,161,13,4.0
298,0,66,142,34,6.0
11964,0,84,51,10,3.0
24531,0,80,271,11,3.0
25687,0,93,111,8,3.0
9001,1,1,12,9,3.0
35981,0,86,257,10,3.0
2400,0,26,125,5,6.0
24807,0,68,203,18,6.0
7592,0,86,200,25,5.0
11317,1,61,146,29,5.0
10238,0,64,343,10,4.0
22019,0,33,308,25,3.0
31794,0,60,191,17,5.0
31951,0,50,23,32,4.0
9395,0,77,12,13,4.0
39770,0,77,20,4,4.0
18913,0,87,62,10,3.0
32980,0,39,278,7,6.0
5175,0,68,32,8,3.0
39131,0,20,345,40,3.0
1938,0,66,167,34,6.0
34185,0,78,7,6,4.0
30118,0,37,329,12,3.0
29411,0,16,121,8,5.0
12124,0,91,6,7,3.0
17889,0,86,330,8,4.0
2303,0,31,36,15,3.0
2732,0,35,349,8,3.0
40228,0,50,356,25,4.0
37164,0,49,28,18,3.0
14062,0,39,7,17,3.0
13326,0,47,335,10,3.0
31411,0,57,170,32,6.0
27882,0,67,193,15,5.0
35367,0,82,281,7,3.0
1723,0,55,180,12,6.0
28402,0,44,356,18,4.0
24557,0,71,20,8,3.0
33117,0,84,349,12,3.0
14891,0,42,138,43,5.0
14264,0,57,0,34,5.0
2098,0,71,181,13,4.0
36473,0,70,163,9,5.0
7956,0,59,38,17,4.0
22548,0,36,348,10,4.0
