eli,Precipitacion,Humedad,'Direccion del Viento','Velocidad del Viento',Temperatura_
28951,0,57,34,15,3.0
14042,0,61,36,15,3.0
36356,0,82,169,43,6.0
16692,0,53,15,18,4.0
3059,0,7,6,24,3.0
10470,0,62,331,27,5.0
27840,0,83,295,6,3.0
30635,0,40,138,11,5.0
11165,0,86,351,9,3.0
14801,0,70,205,9,3.0
10251,11,1,311,12,3.0
25845,23,1,105,40,3.0
499,0,71,356,42,5.0
13314,0,43,299,8,4.0
6733,0,78,17,6,4.0
25170,0,90,127,27,3.0
39966,0,80,41,11,3.0
32798,0,73,104,11,4.0
10018,0,91,49,7,3.0
36812,0,56,119,52,5.0
32035,0,59,237,16,5.0
22979,0,71,346,10,2.0
11517,0,1,98,28,3.0
8787,0,77,20,11,4.0
20757,0,31,341,28,4.0
4575,0,80,57,10,4.0
19742,0,57,186,24,6.0
39,0,1,200,6,5.0
4941,0,87,173,4,2.0
14676,0,48,132,42,5.0
35734,0,93,211,11,3.0
23383,0,87,332,11,2.0
21090,0,89,342,13,2.0
33514,0,79,53,9,3.0
18461,4,1,324,9,4.0
37749,0,47,125,50,5.0
27713,0,71,138,47,6.0
38101,0,38,15,14,2.0
13139,0,40,175,19,6.0
21261,0,53,113,6,4.0
40450,0,48,62,13,4.0
29148,0,37,231,16,6.0
36283,0,55,158,9,7.0
36809,0,57,193,32,6.0
17325,13,1,108,28,3.0
1010,0,82,40,11,4.0
13735,0,39,3,13,3.0
24480,0,67,55,11,3.0
12973,0,73,132,47,5.0
1238,0,32,137,36,7.0
968,0,82,353,12,3.0
31709,0,45,168,22,4.0
24148,0,71,279,35,4.0
5785,0,12,28,18,3.0
2524,0,29,158,34,7.0
8769,0,83,59,9,2.0
5886,0,22,25,15,3.0
4520,0,87,121,35,4.0
40616,0,56,72,12,4.0
10987,0,72,137,36,5.0
2959,0,53,131,42,5.0
21231,0,42,133,50,6.0
26873,0,1,121,28,3.0
23380,0,80,11,7,3.0
7207,0,1,164,8,3.0
20449,0,49,45,8,4.0
34705,6,89,308,8,4.0
4908,0,84,40,8,3.0
15958,0,58,149,38,5.0
6756,0,94,337,8,3.0
1034,0,90,5,14,4.0
27195,0,77,48,8,4.0
2929,0,42,153,23,5.0
26387,0,68,352,9,3.0
17488,0,82,178,26,5.0
21165,0,61,146,8,4.0
1100,32,1,61,7,4.0
2189,0,31,178,28,6.0
38183,0,22,114,56,5.0
12689,0,1,127,23,4.0
36568,0,45,180,7,5.0
15861,0,42,123,38,5.0
33869,2,92,4,15,5.0
38813,0,68,278,9,3.0
29692,0,31,20,11,3.0
34716,0,83,83,16,3.0
28859,0,26,57,24,6.0
36066,0,69,142,40,6.0
32839,0,57,188,33,5.0
6626,0,68,131,28,5.0
21347,0,46,212,35,5.0
24994,0,89,12,9,4.0
15759,0,73,149,19,5.0
10244,0,95,122,28,4.0
697,0,62,10,52,5.0
6430,0,92,349,12,3.0
17564,0,91,121,29,5.0
7572,2,1,104,30,4.0
31440,0,67,132,9,3.0
24859,0,91,107,36,4.0
18996,0,71,17,12,4.0
5494,0,34,129,51,7.0
9493,0,92,58,6,4.0
38895,0,51,58,10,3.0
25922,0,78,23,13,4.0
39237,0,46,120,48,5.0
33778,0,73,359,8,4.0
10516,0,71,51,7,4.0
28219,0,1,119,23,4.0
26661,18,1,115,37,3.0
10374,1,58,314,45,4.0
24896,0,71,96,9,4.0
27110,0,81,172,24,5.0
16157,0,44,332,31,5.0
40407,0,51,129,41,6.0
5145,0,54,155,31,5.0
38952,0,34,169,23,6.0
13883,0,54,173,35,4.0
39201,0,48,342,6,3.0
25349,0,49,246,38,5.0
26105,0,87,208,13,5.0
7494,1,1,79,5,3.0
9985,7,1,132,26,2.0
6712,0,82,9,9,4.0
20945,5,89,1,96,3.0
32344,0,42,108,52,5.0
40790,0,75,184,14,4.0
9318,0,75,20,17,4.0
37073,0,36,202,17,6.0
35458,0,1,216,8,2.0
31014,0,44,29,25,4.0
18902,0,47,172,22,5.0
366,0,44,277,8,7.0
37276,0,71,296,12,3.0
29389,0,32,181,28,5.0
19156,0,95,329,22,3.0
27969,0,54,338,40,4.0
30757,0,32,159,33,6.0
34962,0,56,122,54,4.0
1822,0,67,315,11,5.0
10547,0,75,348,26,3.0
38282,0,31,324,8,3.0
31318,0,39,333,11,2.0
20405,0,27,37,15,3.0
15388,0,47,6,9,3.0
7606,0,95,244,7,3.0
9579,0,61,352,9,4.0
264,0,1,353,10,4.0
26783,8,93,321,10,3.0
12877,0,78,132,44,4.0
21023,0,50,36,18,4.0
12495,0,93,153,22,5.0
11874,0,1,118,47,4.0
5832,0,14,332,6,3.0
62,0,1,137,15,4.0
11712,1,1,8,5,3.0
27043,0,1,187,13,3.0
29122,0,50,56,11,4.0
2454,0,19,143,36,6.0
16651,0,56,148,43,7.0
3409,0,34,121,62,6.0
37514,0,43,341,8,3.0
34781,0,64,20,13,4.0
20820,0,23,145,40,6.0
11838,0,1,254,7,3.0
32129,2,81,176,27,4.0
21111,0,38,159,28,5.0
27120,0,76,237,7,4.0
13915,0,69,340,17,3.0
17307,4,1,319,8,3.0
20530,0,40,62,15,4.0
14527,0,71,344,10,3.0
14241,0,54,167,29,4.0
17900,26,94,143,22,5.0
36791,0,89,151,29,4.0
25700,23,89,55,33,4.0
37353,0,92,130,6,3.0
14165,0,23,344,25,4.0
12829,0,80,134,36,5.0
537,0,70,60,9,5.0
27417,0,89,15,8,4.0
2023,0,53,343,12,3.0
24350,0,69,188,28,5.0
8651,0,54,164,7,3.0
15650,1,1,81,6,3.0
31678,2,82,28,16,3.0
18347,0,84,15,7,4.0
3089,0,31,144,38,6.0
27539,0,68,187,7,4.0
38880,0,39,195,27,6.0
19383,0,80,181,27,5.0
5326,0,34,120,61,5.0
14177,0,40,336,13,4.0
35197,0,51,28,12,5.0
37069,0,49,18,24,3.0
25337,0,57,294,56,6.0
4275,0,38,14,10,4.0
6451,0,1,359,9,3.0
16067,0,65,224,28,4.0
16928,0,92,294,8,2.0
11574,9,1,306,9,2.0
12984,0,84,44,13,3.0
5920,0,42,109,61,5.0
4221,0,30,130,46,5.0
22036,0,49,297,53,4.0
37667,0,35,351,16,3.0
11447,1,91,315,28,4.0
34146,0,89,186,34,5.0
36309,0,73,172,34,6.0
7251,0,1,152,13,3.0
3228,0,42,17,14,3.0
34641,0,60,62,8,4.0
28732,0,67,29,16,3.0
11210,17,1,181,7,3.0
38405,0,42,336,12,4.0
22239,0,44,257,69,6.0
30850,0,29,106,5,4.0
22085,0,29,327,13,5.0
4851,0,64,130,46,6.0
32085,0,72,329,3,4.0
1471,0,50,21,27,3.0
23043,0,59,159,12,4.0
15518,0,27,279,61,2.0
18016,0,87,163,39,5.0
27335,0,77,353,24,4.0
40412,0,60,110,55,5.0
34786,0,58,4,23,3.0
5506,0,65,325,15,3.0
27704,0,54,41,16,3.0
17042,1,1,192,5,4.0
24169,0,86,9,8,3.0
14909,0,57,5,17,3.0
32600,0,47,47,11,3.0
11381,0,81,37,13,4.0
9313,0,87,295,8,4.0
11443,19,91,103,18,5.0
24635,0,94,232,6,2.0
38381,0,37,91,10,3.0
7432,0,59,135,49,4.0
1074,0,88,174,19,5.0
11779,0,1,110,14,4.0
14831,0,83,144,11,3.0
22839,0,55,138,36,5.0
399,0,1,199,9,4.0
23873,0,75,133,45,5.0
36997,0,70,326,14,3.0
7175,14,1,252,6,3.0
27247,0,88,4,7,3.0
37524,0,46,11,17,3.0
19733,0,1,355,22,3.0
271,0,86,125,50,5.0
30235,0,39,180,28,5.0
17215,0,94,111,6,4.0
23111,0,44,1,96,4.0
4180,0,29,55,7,4.0
16977,0,1,335,14,3.0
223,0,86,195,29,5.0
40885,0,81,192,11,4.0
38680,0,27,179,25,6.0
25630,39,1,143,14,3.0
4360,0,35,137,29,5.0
17121,0,80,21,11,4.0
5806,0,45,336,27,3.0
28348,0,71,359,6,4.0
4004,0,31,140,35,5.0
37325,0,80,355,9,3.0
18556,0,68,50,24,3.0
37520,0,43,341,15,4.0
32831,0,73,93,6,2.0
32998,0,71,36,10,4.0
10330,0,62,31,12,3.0
35262,0,76,6,12,3.0
31108,0,59,64,7,3.0
38143,0,44,6,11,3.0
17942,0,81,116,35,5.0
12789,0,90,342,17,4.0
4186,0,45,353,9,4.0
24911,0,83,79,7,3.0
29448,0,30,354,12,4.0
13037,0,95,25,10,3.0
30751,0,42,330,8,3.0
9248,0,83,18,12,3.0
787,0,1,102,8,4.0
13626,0,75,276,8,3.0
9998,0,95,228,9,3.0
29268,0,26,180,19,5.0
12170,0,57,92,15,4.0
39272,0,57,322,10,3.0
16806,0,78,1,96,3.0
19870,3,1,293,7,4.0
7170,0,81,198,8,5.0
17881,1,90,40,11,3.0
39830,0,64,207,6,4.0
7084,1,1,155,7,3.0
8135,0,72,122,74,5.0
14077,0,27,119,57,6.0
35283,4,1,194,6,3.0
30976,0,31,143,31,6.0
25440,2,93,339,7,4.0
27899,0,43,79,15,6.0
25493,0,50,318,30,5.0
15421,0,40,36,16,4.0
833,0,71,178,36,7.0
13670,0,55,163,31,5.0
4335,0,45,138,37,5.0
17430,0,78,349,11,4.0
466,0,83,165,29,6.0
2692,0,19,117,62,6.0
2457,0,27,337,8,5.0
34222,0,92,170,11,3.0
15509,0,30,308,22,4.0
12399,4,1,56,11,3.0
14112,0,66,17,6,3.0
4101,0,39,110,76,5.0
34164,0,91,170,9,5.0
40,0,95,298,7,5.0
31189,0,39,145,45,6.0
25980,0,1,195,6,3.0
35064,0,29,180,6,5.0
27671,0,1,32,7,3.0
4783,0,82,183,23,4.0
35502,0,91,235,7,3.0
28739,0,49,199,8,5.0
12015,0,1,163,30,3.0
38504,0,62,21,15,3.0
30267,0,5,3,14,4.0
28036,43,77,297,41,3.0
31133,0,44,348,29,3.0
37308,0,43,294,37,4.0
27901,0,45,211,17,7.0
29826,0,38,150,40,6.0
27705,0,53,358,25,3.0
36532,0,75,346,15,3.0
29921,0,38,163,42,5.0
32979,0,38,308,6,5.0
6224,1,1,134,17,3.0
5754,0,22,122,19,5.0
22560,0,87,145,16,4.0
8264,0,58,25,19,3.0
14875,0,65,347,26,3.0
20114,0,60,330,19,3.0
14039,0,76,337,17,2.0
4636,0,62,181,26,5.0
8447,0,47,119,46,5.0
28053,0,91,313,15,4.0
19662,0,62,335,33,4.0
18105,0,94,327,16,3.0
27791,0,83,352,6,3.0
39759,0,38,113,25,6.0
25485,0,78,241,9,5.0
6829,0,1,338,8,3.0
27734,0,46,186,26,7.0
3083,0,19,344,13,3.0
3017,0,33,142,50,6.0
24329,8,79,153,22,5.0
11479,0,88,10,7,4.0
6850,0,73,7,12,4.0
5254,0,35,351,9,3.0
20176,0,44,130,50,6.0
35780,0,88,164,29,5.0
32132,2,93,224,8,3.0
25157,0,92,125,16,2.0
37326,0,78,30,15,3.0
11976,4,1,353,10,3.0
26095,0,76,119,6,4.0
23325,0,72,164,36,5.0
9184,0,71,286,10,4.0
21435,0,43,38,34,4.0
8297,0,50,126,9,4.0
28079,0,58,12,29,4.0
17219,0,69,347,30,4.0
11955,0,83,70,7,4.0
29130,0,45,178,36,5.0
16303,0,1,305,8,3.0
21153,0,27,225,12,6.0
25908,0,73,354,10,4.0
40024,0,35,101,42,6.0
23439,0,33,168,54,7.0
4179,0,30,15,7,4.0
30116,0,37,199,8,4.0
13728,0,36,293,26,4.0
6627,0,67,126,36,5.0
40484,10,91,187,6,4.0
10157,1,95,7,9,3.0
34700,4,77,143,26,5.0
38478,0,65,44,12,3.0
23852,31,94,235,37,3.0
7017,1,1,337,5,2.0
24774,0,1,10,13,3.0
20232,0,60,37,10,4.0
1910,0,55,182,22,6.0
3982,0,30,121,59,6.0
2714,0,32,57,35,7.0
22377,0,54,333,15,3.0
23793,0,59,83,8,4.0
11130,0,1,123,23,3.0
3451,0,45,193,13,5.0
39276,0,58,7,4,3.0
37242,0,40,129,40,5.0
14308,0,61,20,10,2.0
24426,0,86,116,38,4.0
15901,0,18,141,8,4.0
8306,0,39,160,35,5.0
20731,0,40,19,66,5.0
36706,0,84,330,8,2.0
26267,0,67,9,11,4.0
27541,0,66,202,13,6.0
15348,0,45,4,24,3.0
34846,0,1,141,9,2.0
25322,0,50,292,40,5.0
15949,0,11,27,6,4.0
1945,0,80,344,23,4.0
22312,0,43,120,82,6.0
37748,0,46,121,62,5.0
21586,0,2,188,8,4.0
5053,0,61,349,9,4.0
27158,0,60,125,48,6.0
9806,0,17,54,7,5.0
17410,0,81,32,11,3.0
10471,0,66,324,19,4.0
35583,0,65,50,6,3.0
2807,0,53,350,9,3.0
3987,0,42,114,56,5.0
4000,0,48,28,16,3.0
29851,0,39,189,19,6.0
27220,2,76,352,14,4.0
19875,0,78,343,23,4.0
10386,0,51,145,42,6.0
8801,0,44,195,23,7.0
3883,0,25,265,13,6.0
38129,0,30,162,28,6.0
7274,0,1,127,19,3.0
30130,0,28,325,19,4.0
13577,0,70,125,32,3.0
17934,0,92,80,7,3.0
2802,0,53,21,15,3.0
3857,0,42,357,19,3.0
40345,0,88,227,7,3.0
32066,0,64,355,19,3.0
34462,0,93,116,34,4.0
5404,0,38,358,7,3.0
26575,0,62,15,14,4.0
20440,0,36,181,34,6.0
3467,0,43,21,12,3.0
16054,0,44,125,32,4.0
24858,0,88,138,29,5.0
39822,0,64,4,7,4.0
17431,0,80,11,7,4.0
7355,5,1,337,8,3.0
14280,0,48,56,5,3.0
29584,0,16,143,45,6.0
8262,0,76,310,10,3.0
10089,1,1,152,11,2.0
16821,2,84,191,18,3.0
37439,0,69,205,14,4.0
26051,0,77,353,13,4.0
19672,0,48,160,36,8.0
18189,8,1,235,22,3.0
12940,0,71,348,11,4.0
12501,1,93,360,10,3.0
37543,0,39,356,7,4.0
10282,0,77,357,14,3.0
41004,2,53,4,8,3.0
15024,0,48,68,58,3.0
1250,0,87,45,9,3.0
37964,0,33,116,58,5.0
20866,0,28,225,32,7.0
25919,0,1,273,6,3.0
12391,0,62,171,11,6.0
4342,0,54,8,8,3.0
14803,0,79,358,12,3.0
30404,0,37,301,5,4.0
3784,0,51,212,50,4.0
26546,0,71,5,13,4.0
3019,0,40,122,62,5.0
9617,0,37,129,47,4.0
22968,0,71,327,11,2.0
39124,0,42,3,15,3.0
25320,0,62,26,30,5.0
12152,0,87,173,25,5.0
34098,0,81,180,18,5.0
33429,0,76,141,35,5.0
21229,0,44,159,39,5.0
14478,0,57,58,5,3.0
13370,0,92,70,6,2.0
16664,0,54,201,54,5.0
35244,0,75,51,7,3.0
10489,10,1,186,12,4.0
15147,0,51,122,45,5.0
12946,0,62,184,13,6.0
17101,0,61,268,13,5.0
13920,0,67,329,30,3.0
33162,0,87,354,14,4.0
36286,0,78,255,4,5.0
7354,10,1,310,6,3.0
39114,0,28,162,35,5.0
17795,0,68,62,9,4.0
13999,0,53,26,17,3.0
16451,0,78,327,22,4.0
35971,0,80,137,37,5.0
11731,0,1,191,14,3.0
4245,0,32,139,40,6.0
34890,0,53,134,40,5.0
7997,0,60,212,43,5.0
38218,0,25,3,14,3.0
22502,0,44,188,14,6.0
17273,0,84,121,44,5.0
37510,0,28,142,37,6.0
450,0,94,80,6,4.0
1979,0,25,353,22,4.0
31667,0,79,154,10,4.0
1677,0,76,99,7,4.0
7994,0,62,160,38,6.0
11227,0,1,154,24,4.0
25595,0,1,133,6,2.0
9525,0,93,108,29,4.0
23574,0,64,257,14,3.0
16703,0,66,186,23,6.0
1356,0,49,188,16,6.0
31141,0,16,283,59,7.0
29109,0,45,212,9,4.0
25,0,1,216,7,4.0
10026,0,77,134,35,5.0
39068,0,28,154,34,6.0
1816,0,38,126,40,6.0
39630,0,67,329,11,3.0
9163,0,68,132,33,5.0
33076,0,73,288,9,4.0
3660,0,47,349,24,4.0
1084,0,71,336,10,5.0
2200,0,31,338,32,4.0
26257,0,71,235,84,4.0
29391,0,19,130,48,6.0
19128,0,1,306,7,4.0
3339,0,39,121,48,6.0
3027,0,35,352,24,4.0
20014,0,75,314,10,3.0
26579,0,48,348,11,5.0
7440,0,1,148,22,4.0
34234,0,84,60,8,3.0
15559,0,86,311,11,3.0
26834,0,76,322,19,3.0
29923,0,45,186,34,5.0
38229,0,12,121,73,6.0
23681,0,66,176,13,5.0
35437,2,1,258,5,3.0
22055,0,47,45,8,4.0
13801,0,47,16,16,3.0
19776,0,71,27,11,4.0
11703,0,1,174,25,4.0
10134,0,1,96,6,2.0
27511,0,37,33,17,3.0
12556,0,95,333,17,3.0
22434,0,35,153,44,7.0
27009,0,94,290,7,2.0
35156,0,44,280,23,7.0
25254,0,48,283,6,3.0
32421,0,18,305,10,3.0
7357,7,1,332,8,3.0
32630,0,31,127,56,6.0
11780,3,1,184,10,4.0
30962,0,47,300,7,3.0
15110,0,58,327,29,4.0
19501,0,55,185,6,6.0
7689,19,1,287,14,3.0
14672,0,38,176,15,5.0
4681,0,40,256,16,6.0
29957,0,44,340,26,2.0
34999,0,18,30,22,3.0
8164,1,1,165,9,4.0
26697,0,76,337,9,4.0
19099,0,87,147,39,5.0
19647,0,51,224,67,6.0
35636,0,59,150,24,5.0
35399,6,1,102,28,3.0
28387,0,45,185,12,6.0
28018,0,64,244,7,5.0
33204,0,82,355,7,3.0
9543,0,43,165,13,5.0
22204,0,44,11,12,3.0
11938,0,66,31,11,3.0
7231,2,1,20,8,3.0
33565,0,65,67,17,4.0
28590,0,10,9,14,3.0
30810,0,45,166,40,5.0
4094,0,55,341,14,3.0
13045,0,77,133,39,5.0
28172,8,1,12,13,4.0
24536,2,69,359,8,3.0
18418,0,86,34,10,3.0
36212,0,1,162,27,4.0
34000,0,82,181,18,4.0
15638,0,80,175,27,5.0
14197,0,25,142,43,6.0
12208,0,93,301,17,3.0
38984,0,46,20,16,4.0
25369,0,71,5,12,4.0
6754,0,1,182,8,3.0
32835,0,73,349,5,3.0
40730,0,1,270,9,3.0
19134,0,89,18,10,3.0
32484,0,28,171,29,6.0
20373,0,67,293,6,4.0
15532,0,89,111,8,4.0
22824,0,93,284,7,3.0
20788,0,22,313,30,3.0
9377,0,47,186,18,6.0
30291,0,8,343,15,4.0
7860,1,1,145,9,3.0
31313,0,30,115,75,5.0
3803,0,58,302,43,4.0
36414,0,1,108,9,3.0
23615,2,76,56,32,4.0
2157,0,73,316,9,3.0
23813,0,86,26,12,3.0
23510,0,55,175,11,6.0
39410,0,68,53,7,3.0
21121,0,60,300,6,4.0
38347,0,20,140,45,6.0
9455,0,89,164,10,4.0
35288,0,1,106,8,3.0
26489,55,82,141,13,4.0
11823,0,78,160,36,5.0
16536,8,88,35,44,3.0
23131,0,42,137,55,6.0
35933,0,72,301,24,4.0
4021,0,53,36,11,3.0
29072,0,49,5,30,3.0
35227,0,78,187,27,5.0
21064,0,54,172,29,5.0
14673,0,39,199,19,5.0
2348,0,56,48,14,4.0
38379,0,37,251,1,4.0
33650,0,1,223,8,3.0
35359,0,79,72,7,4.0
20188,0,59,118,6,4.0
10568,0,45,30,8,4.0
22428,0,56,49,17,4.0
23116,0,48,37,25,4.0
3844,0,82,223,10,4.0
8041,0,83,178,27,5.0
2312,0,28,160,14,5.0
17443,0,1,184,36,5.0
74,0,93,77,16,3.0
40185,0,56,16,17,4.0
29963,0,28,144,7,5.0
5935,0,53,44,11,3.0
7819,0,94,220,5,2.0
9075,0,92,9,23,3.0
9869,0,1,23,14,2.0
22196,0,43,121,45,5.0
3743,0,32,130,46,6.0
9139,0,56,116,41,5.0
25194,0,92,122,28,3.0
22577,0,76,177,7,4.0
24402,0,88,118,53,4.0
6697,0,94,146,12,4.0
5393,0,21,134,40,6.0
30210,0,30,185,42,7.0
37883,0,72,336,13,2.0
2752,0,44,351,13,4.0
12546,0,1,265,7,3.0
32152,0,44,129,54,6.0
3668,0,35,211,19,6.0
26487,4,80,153,14,5.0
12202,0,72,252,16,6.0
20390,0,14,183,30,7.0
19234,0,73,18,9,5.0
8381,0,60,26,7,3.0
33886,4,1,115,31,3.0
20478,0,79,286,5,3.0
6685,1,1,154,7,3.0
14243,0,47,173,12,4.0
3904,0,58,327,25,3.0
38836,0,65,333,7,3.0
7221,0,1,178,31,4.0
36900,0,49,34,23,3.0
22241,0,30,161,35,8.0
2191,0,33,133,41,6.0
10305,0,62,30,13,4.0
35792,0,88,13,5,3.0
35239,0,90,354,16,3.0
35490,0,1,182,23,3.0
17323,1,1,126,22,3.0
36421,0,80,37,9,3.0
19434,0,87,185,29,6.0
26284,0,1,32,11,4.0
6183,0,1,359,11,3.0
9478,0,1,185,23,4.0
22186,0,55,31,14,4.0
15745,0,1,298,4,3.0
34725,0,84,141,19,4.0
16010,0,78,333,11,2.0
37742,0,61,19,16,2.0
18211,0,1,116,18,4.0
13885,0,50,156,35,5.0
16591,0,88,330,17,3.0
17679,0,76,153,12,5.0
237,0,62,333,19,4.0
30327,0,6,239,19,8.0
5295,0,67,78,9,4.0
17819,0,92,42,9,3.0
3189,0,36,319,19,3.0
20571,0,50,41,11,4.0
35298,0,1,160,23,3.0
31585,0,69,58,12,3.0
9102,0,76,329,10,4.0
22606,4,95,229,5,4.0
37810,0,72,347,9,2.0
2383,0,35,159,33,6.0
31743,0,22,46,60,8.0
25757,0,93,3,11,3.0
26440,0,54,130,35,5.0
23527,0,60,322,12,4.0
9115,0,60,172,39,5.0
12005,0,1,169,7,3.0
36126,0,64,71,11,4.0
30523,0,28,115,57,4.0
29831,0,48,348,18,4.0
12371,0,76,160,41,6.0
20394,0,42,145,44,6.0
34720,0,70,176,15,5.0
24981,0,93,120,8,4.0
33784,0,81,232,5,3.0
39779,0,42,342,36,4.0
23801,0,59,139,43,6.0
2685,0,27,360,14,3.0
28468,0,45,33,16,3.0
3061,0,96,90,58,6.0
35563,0,68,140,37,4.0
36085,0,77,294,6,3.0
11393,0,80,181,24,6.0
4875,0,61,125,48,5.0
33990,0,95,19,7,4.0
18485,0,81,38,14,3.0
28587,0,10,16,28,3.0
11549,0,1,49,8,3.0
21109,0,35,151,27,5.0
3736,0,40,17,15,4.0
15606,0,79,344,23,4.0
8211,0,1,177,7,2.0
25746,0,1,116,35,3.0
11629,0,91,177,8,4.0
2711,0,44,332,10,4.0
20350,0,76,354,9,4.0
26260,0,56,25,48,5.0
12717,0,89,352,10,4.0
30994,0,39,329,14,5.0
31622,0,65,149,35,5.0
34279,2,84,5,9,3.0
22576,0,65,128,50,5.0
35020,0,50,5,11,3.0
18458,1,1,168,6,4.0
38914,0,64,161,5,3.0
28961,0,51,185,31,5.0
19574,0,80,200,14,5.0
1509,0,70,45,8,4.0
16944,0,83,63,6,4.0
34343,0,1,185,31,4.0
7786,3,1,156,6,3.0
36779,0,73,111,10,3.0
8782,0,61,132,50,4.0
23483,0,44,23,15,4.0
37997,0,46,32,9,3.0
26083,0,76,154,23,4.0
21193,0,54,298,7,3.0
25195,0,95,114,32,3.0
1080,0,1,16,7,4.0
8692,0,87,80,7,3.0
4600,0,68,33,12,4.0
1151,2,84,297,31,4.0
13738,0,33,158,39,5.0
36070,0,87,121,33,5.0
10099,0,94,178,38,4.0
7808,0,1,130,11,3.0
29971,0,49,192,17,5.0
12942,0,67,20,15,4.0
27938,0,56,329,29,5.0
26741,0,84,40,10,3.0
20687,0,54,329,28,5.0
10082,1,1,148,9,2.0
36634,0,60,4,12,2.0
28006,0,83,331,9,4.0
19346,0,1,325,6,4.0
13193,0,58,163,28,5.0
10759,0,39,10,13,5.0
4850,0,65,132,43,6.0
17872,0,75,136,29,5.0
27716,0,94,175,14,4.0
2416,0,33,6,14,3.0
7125,0,1,118,36,3.0
22211,0,47,359,7,3.0
25334,0,34,328,53,7.0
8796,0,43,349,11,4.0
39320,0,45,22,16,4.0
33392,0,88,31,14,3.0
16460,0,84,152,14,4.0
28083,0,81,293,9,3.0
36675,0,57,353,33,3.0
17997,26,1,105,24,3.0
20153,0,49,114,71,5.0
31404,0,44,154,35,6.0
19601,0,84,178,23,5.0
40615,0,78,327,14,3.0
14339,0,36,159,37,6.0
39844,0,76,93,7,3.0
16940,0,94,120,6,4.0
14580,0,57,133,45,5.0
29260,0,37,39,17,3.0
32401,0,29,7,14,3.0
32253,0,95,261,5,4.0
29602,0,13,34,15,3.0
6527,0,94,315,8,3.0
5173,0,75,329,15,3.0
16422,0,1,272,12,3.0
17221,0,61,297,14,5.0
38704,0,17,101,54,6.0
15397,0,50,23,16,3.0
25530,37,95,118,12,4.0
36794,0,1,232,8,3.0
14707,0,64,316,11,3.0
5291,0,67,346,16,4.0
17510,0,86,142,16,5.0
34670,0,66,80,8,4.0
541,0,1,316,14,3.0
32262,0,75,21,13,4.0
8379,0,58,19,10,4.0
16006,0,53,161,39,5.0
27330,0,87,104,34,5.0
5624,0,72,357,14,3.0
11769,0,82,334,18,4.0
25705,0,1,9,16,3.0
38969,0,16,350,32,7.0
35703,0,65,348,18,3.0
28644,0,46,162,13,5.0
38171,0,51,336,14,2.0
5246,0,48,7,12,3.0
34945,0,82,222,6,2.0
11501,0,87,28,14,4.0
35872,0,92,236,8,4.0
4456,0,64,84,30,5.0
26718,0,68,26,18,4.0
29514,0,33,193,23,5.0
32245,0,65,165,35,6.0
839,0,73,332,9,5.0
36758,0,90,347,16,2.0
29647,0,17,360,11,4.0
10220,0,1,148,19,3.0
473,0,1,352,8,4.0
18259,0,95,151,31,5.0
15444,0,54,15,13,3.0
12997,0,80,170,25,5.0
41101,0,65,229,6,4.0
14343,0,44,161,44,5.0
4158,0,15,348,6,4.0
9720,0,95,188,9,3.0
31253,0,59,12,8,3.0
25758,0,89,333,12,3.0
11007,0,67,138,38,5.0
5435,0,78,92,11,4.0
1360,0,57,143,34,6.0
24120,0,88,61,9,3.0
6025,0,58,53,8,3.0
15207,0,59,22,23,3.0
23981,0,59,351,25,2.0
39193,0,46,101,8,4.0
37376,0,65,47,16,3.0
38223,0,17,343,24,3.0
7611,0,53,334,15,6.0
1888,0,62,198,16,6.0
35264,4,84,293,6,3.0
16015,0,80,14,6,2.0
2795,0,57,356,8,4.0
30599,0,50,8,13,3.0
9879,0,79,176,13,4.0
33967,14,1,7,11,2.0
34360,0,69,195,8,5.0
32886,0,53,165,30,6.0
16243,0,90,140,29,4.0
2144,0,50,122,64,5.0
31628,0,92,21,11,2.0
16639,0,61,25,17,4.0
13819,0,57,7,10,3.0
3908,0,51,155,27,5.0
17409,0,80,298,8,3.0
38887,0,40,9,8,3.0
6476,0,86,81,12,4.0
9660,0,69,29,7,3.0
20312,0,42,53,14,4.0
26958,0,67,340,8,2.0
21214,0,59,338,10,3.0
1526,0,51,111,57,6.0
34346,0,1,148,13,3.0
8286,0,68,21,11,2.0
5684,0,27,119,78,5.0
11809,17,1,331,12,3.0
31909,0,21,204,23,8.0
18741,0,1,8,15,4.0
3760,0,42,79,25,4.0
34340,2,1,230,11,4.0
22544,0,46,31,14,3.0
40462,2,80,198,8,4.0
22751,12,87,349,61,4.0
4868,0,83,17,7,3.0
29320,0,25,131,43,6.0
14934,0,35,328,40,6.0
35225,0,76,195,15,5.0
1695,0,50,156,19,6.0
15802,0,90,357,11,2.0
16158,0,45,310,12,5.0
771,0,91,9,9,4.0
38245,0,27,37,18,3.0
29486,0,27,165,38,6.0
6875,0,93,22,8,3.0
23410,0,79,111,8,3.0
39279,0,46,81,11,4.0
2029,0,37,175,32,6.0
28397,0,57,358,6,4.0
5424,0,36,158,27,5.0
14429,0,54,288,10,3.0
15316,0,58,15,14,3.0
24611,0,90,188,7,2.0
6857,0,79,62,12,4.0
4674,0,61,346,18,4.0
27626,0,49,351,23,3.0
36462,0,66,336,22,4.0
21969,0,37,11,11,4.0
37833,0,69,16,12,3.0
15706,0,88,341,11,3.0
28312,0,47,126,47,6.0
20266,0,45,40,15,3.0
1396,0,90,304,13,2.0
