depa,prov,dist,nombre,year,month,temp,hum,precip
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,4,25.67,87.45,220.0
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,5,25.71,88.32,227.6
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,6,25.77,87.03,144.1
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,7,25.51,88.04,188.7
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,8,26.15,84.25,146.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,9,26.62,83.16,117.1
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,10,26.74,83.94,178.6
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,11,26.98,86.86,130.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2015,12,25.22,89.59,248.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,1,27.73,85.15,126.6
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,2,25.69,90.33,285.9
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,3,26.69,87.25,141.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,4,26.88,86.32,258.2
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,5,26.51,86.75,155.7
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,6,25.44,87.65,203.62
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,7,25.59,87.15,170.8
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,8,25.84,84.54,97.6
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,9,26.35,85.42,232.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,10,26.99,82.16,93.0
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,11,27.2,83.17,266.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2016,12,26.38,86.96,280.9
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,1,25.72,88.24,279.7
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,2,26.21,86.48,161.9
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,3,25.6,87.54,341.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,4,25.75,87.6,280.6
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,5,26.08,87.99,276.9
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,6,25.94,85.91,208.0
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,7,25.17,86.25,146.4
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,8,26.0,84.22,158.2
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,9,26.31,84.53,115.0
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,10,26.49,84.29,194.2
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,11,26.79,84.02,208.4
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2017,12,26.09,86.29,201.2
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,1,25.38,87.75,259.1
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,2,25.55,87.75,244.8
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,3,25.24,88.42,168.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,4,25.59,87.46,322.9
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,5,25.87,86.9,254.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,6,25.1,86.18,145.8
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,7,24.94,87.37,148.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,8,25.08,86.4,140.1
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,9,26.0,84.18,120.8
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,10,26.35,84.5,192.73
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,11,26.48,85.84,325.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2018,12,24.77,88.67,304.92
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,1,25.41,87.79,174.1
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,2,25.22,89.07,276.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,3,25.83,87.84,144.4
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,4,26.5,85.39,185.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,5,25.66,87.08,294.2
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,6,25.6,86.99,239.8
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,7,25.14,85.12,365.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,8,25.16,84.33,165.6
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,9,25.64,84.31,188.1
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,10,25.43,87.34,222.7
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,11,26.17,84.84,429.0
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2019,12,25.41,87.23,268.3
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2020,1,25.24,87.64,170.2
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2020,2,25.32,88.46,277.5
AMAZONAS,BAGUA,IMAZA,CHIRIACO,2020,3,26.14,85.96,292.86
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,3,26.74,91.59,353.5
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,4,27.02,91.89,154.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,5,27.13,92.05,180.3
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,6,26.72,91.35,367.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,7,27.13,92.08,173.0
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,8,27.52,91.87,142.3
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,9,27.27,91.58,274.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,10,27.26,91.75,264.9
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,11,27.32,92.09,267.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2017,12,27.14,91.75,176.8
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,1,27.12,92.08,162.4
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,2,27.3,92.13,292.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,3,26.96,91.81,252.0
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,4,27.16,91.73,273.3
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,5,27.52,92.04,272.0
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,6,27.42,92.04,249.1
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,7,26.59,91.83,205.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,8,27.21,91.73,251.0
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,9,27.48,92.07,167.1
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,10,27.13,91.83,195.4
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,11,27.02,92.22,257.9
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2018,12,26.71,91.97,297.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,1,26.93,92.14,233.3
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,2,27.16,91.53,388.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,3,27.37,91.85,215.4
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,4,27.01,92.06,206.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,5,26.99,91.76,291.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,6,26.86,92.08,344.5
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,7,26.6,92.27,267.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,8,26.95,91.72,229.9
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,9,27.12,92.08,234.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,10,27.04,91.92,203.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,11,27.16,91.86,288.9
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2019,12,27.03,91.83,321.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,1,26.9,92.04,254.1
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,2,26.68,91.69,268.5
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,3,26.79,91.72,290.12
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,4,26.77,91.8,200.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,5,26.92,91.84,215.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,6,26.61,92.16,141.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,7,26.49,92.47,254.7
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,8,26.99,92.09,68.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,9,26.14,91.82,121.7
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,10,26.88,92.09,193.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,11,27.28,91.71,125.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2020,12,26.9,91.77,115.3
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,1,27.01,91.48,99.1
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,2,27.02,91.67,228.0
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,3,26.63,91.76,321.0
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,4,26.96,91.7,261.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,5,26.79,91.55,314.9
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,6,26.66,92.03,231.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,7,26.6,91.95,175.7
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,8,26.96,91.93,157.4
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,9,27.09,92.17,190.2
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,10,26.89,91.81,277.8
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,11,26.92,91.6,126.6
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2021,12,27.13,91.21,222.5
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2022,1,27.24,91.25,116.4
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,2022,2,26.86,91.06,124.1
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,3,,,81.5
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,4,,,253.3
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,5,,,39.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,6,,,55.2
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,7,,,3.0
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,8,,,36.2
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,9,,,52.3
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,10,,,52.9
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,11,,,24.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2017,12,,,53.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,1,,,54.0
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,2,,,63.3
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,3,,,42.1
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,4,,,49.6
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,5,,,134.9
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,6,,,29.0
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,7,,,28.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,8,,,6.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,9,,,10.2
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,10,,,32.6
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,11,,,138.2
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2018,12,,,51.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,1,,,23.1
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,2,,,89.6
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,3,,,63.6
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,4,,,155.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,5,,,70.5
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,6,,,20.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,7,,,38.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,8,,,3.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,9,,,14.6
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,10,,,31.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,11,,,29.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2019,12,,,198.6
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,1,,,102.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,2,,,60.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,3,,,27.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,4,,,67.4
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,5,,,36.9
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,7,,,52.0
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,8,,,10.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,9,,,60.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,10,,,34.2
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,11,,,117.5
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2020,12,,,149.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,1,,,70.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,2,,,58.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,3,,,218.2
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,4,,,88.3
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,5,,,63.9
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,6,,,77.7
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,7,,,15.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,8,,,15.1
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,9,,,25.5
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,10,,,131.8
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,11,,,39.2
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2021,12,,,82.0
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2022,1,,,28.5
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2022,2,,,53.5
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL PINTOR,2022,3,,,166.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,4,,,155.2
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,5,,,33.3
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,6,,,50.3
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,7,,,6.0
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,8,,,63.5
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,9,,,23.6
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,10,,,139.1
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,11,,,33.8
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2017,12,,,42.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,1,,,70.3
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,2,,,80.0
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,3,,,76.7
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,4,,,61.0
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,5,,,63.1
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,6,,,7.8
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,7,,,6.1
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,8,,,4.6
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,9,,,5.8
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,10,,,91.0
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,11,,,194.8
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2018,12,,,83.8
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,1,,,31.1
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,2,,,114.8
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,3,,,66.8
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,4,,,75.4
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,5,,,29.4
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,6,,,48.7
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,7,,,47.3
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,8,,,12.7
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,9,,,32.6
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,10,,,64.7
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,11,,,55.4
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2019,12,,,125.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,1,,,122.6
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,2,,,29.7
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,3,,,39.3
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,4,,,115.2
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,5,,,57.1
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,6,,,19.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,7,,,9.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,8,,,27.4
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,9,,,32.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,10,,,16.3
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,11,,,169.2
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2020,12,,,225.5
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,1,,,167.7
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,2,,,54.4
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,3,,,172.6
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,4,,,95.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,5,,,30.7
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,6,,,63.0
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,7,,,18.9
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,8,,,28.4
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,9,,,30.2
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,10,,,126.1
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,11,,,179.4
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2021,12,,,72.63
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2022,1,,,60.53
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2022,2,,,205.0
AMAZONAS,UTCUBAMBA,JAMALCA,MAGUNCHAL,2022,3,,,253.0
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2016,6,20.44,90.34,53.1
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2016,7,20.72,87.2,25.9
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2016,8,21.26,87.63,45.1
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2016,9,21.55,88.25,103.6
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2016,10,22.44,86.15,100.6
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2016,11,23.25,81.79,30.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2016,12,21.94,88.73,187.0
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,1,21.17,91.33,158.5
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,2,21.55,88.69,105.2
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,3,20.65,93.19,328.0
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,4,20.79,93.21,254.6
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,5,20.77,93.7,207.2
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,6,20.68,91.58,136.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,7,19.83,88.79,22.6
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,8,21.37,86.66,62.7
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,9,21.32,88.78,93.1
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,10,21.77,90.23,166.7
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,11,22.24,87.79,60.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2017,12,21.53,89.26,89.2
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,1,20.37,91.63,217.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,2,20.88,91.31,136.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,3,20.3,93.11,215.9
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,4,20.44,92.26,222.9
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,5,20.15,93.89,233.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,6,19.71,93.43,60.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,7,20.2,91.62,61.2
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,8,19.95,91.9,44.6
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,9,21.37,87.45,83.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,10,21.74,87.26,145.1
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,11,21.96,89.67,182.6
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2018,12,19.86,93.25,195.3
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,1,21.35,92.66,96.1
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,2,20.95,93.63,218.9
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,3,21.04,93.46,281.8
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,4,21.56,93.97,263.5
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,5,21.19,93.22,211.0
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,6,20.76,91.35,72.5
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,7,20.11,92.62,130.0
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,8,20.22,90.53,23.8
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,9,20.97,89.17,80.0
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,10,21.05,91.63,178.6
AMAZONAS,UTCUBAMBA,LONYA GRANDE,EL PALTO,2019,11,21.9,91.56,152.8
