fecha,precio,volumen
08/03/20,2.14,350
09/03/20,2.06,119
10/03/20,2.08,306
11/03/20,1.9,326
12/03/20,1.9,331
13/03/20,1.71,354
14/03/20,1.71,352
15/03/20,1.99,307
16/03/20,2.27,106
17/03/20,2.08,405
18/03/20,2.87,290
19/03/20,3.19,316
20/03/20,2.78,422
21/03/20,2.45,404
22/03/20,2.36,252
23/03/20,2.36,150
24/03/20,1.9,425
25/03/20,1.71,207
26/03/20,2.08,254
27/03/20,2.08,333
28/03/20,2.22,307
29/03/20,2.5,221
30/03/20,2.5,170
31/03/20,2.69,433
01/04/20,2.5,221
02/04/20,2.5,269
03/04/20,2.5,357
04/04/20,2.31,340
05/04/20,2.31,14
06/04/20,2.45,49
07/04/20,3.24,384
08/04/20,3.24,498
09/04/20,3.24,84
10/04/20,3.24,...
11/04/20,3.24,395
12/04/20,3.24,115
13/04/20,3.43,213
14/04/20,3.43,443
15/04/20,3.24,506
16/04/20,3.15,341
17/04/20,3.06,323
18/04/20,3.06,393
19/04/20,3.06,59
20/04/20,2.69,116
21/04/20,2.69,382
22/04/20,2.69,323
23/04/20,2.69,302
24/04/20,2.5,307
25/04/20,2.87,316
26/04/20,2.87,38
27/04/20,2.87,54
28/04/20,3.06,328
29/04/20,3.19,246
30/04/20,3.89,225
01/05/20,4.17,285
02/05/20,4.26,235
03/05/20,4.26,11
04/05/20,3.89,66
05/05/20,3.89,333
06/05/20,3.89,332
07/05/20,3.89,178
08/05/20,4.26,371
09/05/20,3.98,269
10/05/20,3.98,4
11/05/20,3.98,35
12/05/20,4.17,348
13/05/20,4.26,307
14/05/20,4.26,337
15/05/20,4.31,244
16/05/20,4.26,281
17/05/20,4.26,3
18/05/20,4.26,98
19/05/20,4.26,348
20/05/20,4.26,281
21/05/20,3.89,348
22/05/20,3.8,169
23/05/20,4.17,68
24/05/20,4.17,9
25/05/20,4.26,39
26/05/20,4.26,363
27/05/20,4.26,224
28/05/20,4.17,232
29/05/20,4.35,148
30/05/20,4.35,29
31/05/20,4.35,7
01/06/20,4.35,106
02/06/20,4.21,399
03/06/20,3.98,320
04/06/20,3.61,325
05/06/20,3.47,339
06/06/20,3.47,297
07/06/20,3.47,10
08/06/20,3.19,160
09/06/20,2.82,439
10/06/20,2.78,272
11/06/20,2.82,301
12/06/20,2.87,195
13/06/20,2.5,321
14/06/20,2.5,2
15/06/20,2.41,125
16/06/20,2.69,292
17/06/20,2.69,290
18/06/20,2.5,407
19/06/20,2.31,290
20/06/20,2.31,285
21/06/20,2.13,2
22/06/20,2.45,130
23/06/20,2.36,315
24/06/20,2.36,263
25/06/20,2.31,385
26/06/20,2.31,355
27/06/20,1.99,241
28/06/20,1.99,4
29/06/20,1.71,78
30/06/20,2.31,271
01/07/20,2.41,293
02/07/20,2.41,304
03/07/20,2.41,263
04/07/20,2.59,248
05/07/20,2.59,61
06/07/20,3.01,130
07/07/20,2.87,474
08/07/20,2.78,318
09/07/20,2.08,308
10/07/20,1.9,315
11/07/20,1.39,212
12/07/20,1.39,37
13/07/20,2.41,64
14/07/20,2.64,403
15/07/20,2.45,273
16/07/20,2.08,316
17/07/20,1.99,204
18/07/20,1.99,222
19/07/20,1.99,92
20/07/20,2.08,141
21/07/20,2.08,422
22/07/20,2.08,178
23/07/20,2.08,200
24/07/20,1.94,253
25/07/20,1.94,258
26/07/20,1.94,234
27/07/20,1.71,162
28/07/20,1.71,338
29/07/20,1.94,171
30/07/20,1.71,321
31/07/20,1.71,279
01/08/20,1.67,255
02/08/20,1.67,148
03/08/20,1.94,98
04/08/20,1.94,317
05/08/20,1.94,241
06/08/20,1.76,342
07/08/20,1.76,199
08/08/20,1.94,165
09/08/20,1.94,169
10/08/20,1.94,165
11/08/20,1.94,428
12/08/20,1.94,273
13/08/20,1.94,296
14/08/20,1.94,265
15/08/20,2.13,242
16/08/20,2.13,18
17/08/20,1.94,161
18/08/20,1.76,392
19/08/20,1.62,277
20/08/20,1.57,364
21/08/20,1.57,440
22/08/20,1.57,361
23/08/20,1.57,3
24/08/20,1.2,135
25/08/20,1.16,377
26/08/20,1.02,281
27/08/20,1,309
28/08/20,1,264
29/08/20,1.02,210
30/08/20,1.02,1
31/08/20,1.39,216
01/09/20,1.39,86
02/09/20,1.57,272
03/09/20,1.62,299
04/09/20,1.57,361
05/09/20,1.39,260
06/09/20,1.39,35
07/09/20,1.39,179
08/09/20,1.16,280
09/09/20,1.02,285
10/09/20,1.16,277
11/09/20,1.16,335
12/09/20,1.06,316
13/09/20,1.06,3
14/09/20,1.2,128
15/09/20,1.25,282
16/09/20,1.2,310
17/09/20,1.2,420
18/09/20,1.16,396
19/09/20,1.2,272
20/09/20,1.2,109
21/09/20,1.2,160
22/09/20,1.02,429
23/09/20,1.02,319
24/09/20,1.02,267
25/09/20,1,225
26/09/20,1.11,172
27/09/20,1.11,136
28/09/20,1.05,257
29/09/20,1.05,440
30/09/20,1.02,238
01/10/20,0.83,210
02/10/20,0.97,271
03/10/20,1.02,268
04/10/20,1.02,169
05/10/20,0.88,152
06/10/20,0.97,311
07/10/20,1,207
08/10/20,0.97,366
09/10/20,0.97,260
10/10/20,0.88,220
11/10/20,0.88,128
12/10/20,1,173
13/10/20,1.02,336
14/10/20,0.97,274
15/10/20,1.05,232
16/10/20,1.19,203
17/10/20,1.02,377
18/10/20,1.02,264
19/10/20,1.06,285
20/10/20,1.02,391
21/10/20,1,321
22/10/20,1.19,173
23/10/20,1.23,286
24/10/20,1.23,312
25/10/20,1.23,148
26/10/20,1.2,117
27/10/20,1.06,249
28/10/20,1.2,274
29/10/20,1.25,257
30/10/20,1.25,348
31/10/20,1.2,310
01/11/20,1.2,165
02/11/20,1.23,125
03/11/20,1.3,331
04/11/20,1.2,178
05/11/20,1.19,293
06/11/20,1.17,311
07/11/20,1.05,259
08/11/20,1.05,156
09/11/20,1.02,71
10/11/20,1.2,386
11/11/20,1.19,248
12/11/20,1.23,254
13/11/20,1.23,298
14/11/20,1.2,279
15/11/20,1.2,178
16/11/20,1.19,206
17/11/20,1.23,418
18/11/20,1.19,342
19/11/20,1.2,274
20/11/20,1.19,282
21/11/20,1.12,267
22/11/20,1.12,139
23/11/20,1.05,216
24/11/20,1,261
25/11/20,1.11,266
26/11/20,1.23,308
27/11/20,1.25,359
28/11/20,1.23,356
29/11/20,1.23,147
30/11/20,1.26,152
01/12/20,1.28,263
02/12/20,1.37,234
03/12/20,1.5,297
04/12/20,1.53,359
05/12/20,1.67,376
06/12/20,1.67,160
07/12/20,1.62,174
08/12/20,1.45,508
09/12/20,1.33,334
10/12/20,1.31,353
11/12/20,1.23,324
12/12/20,1.25,322
13/12/20,1.25,188
14/12/20,1.28,174
15/12/20,1.37,372
16/12/20,1.33,234
17/12/20,1.31,364
18/12/20,1.23,314
19/12/20,1.31,314
20/12/20,1.31,225
21/12/20,1.31,207
22/12/20,1.33,388
23/12/20,1.37,327
24/12/20,1.42,276
25/12/20,1.37,37
26/12/20,1.42,173
27/12/20,1.42,370
28/12/20,1.42,257
29/12/20,1.44,402
30/12/20,1.39,352
31/12/20,1.34,280
01/01/21,1.34,32
02/01/21,1.48,84
03/01/21,1.48,285
04/01/21,1.53,283
05/01/21,1.3,354
06/01/21,1.3,296
07/01/21,1.53,350
08/01/21,1.48,249
09/01/21,1.34,347
10/01/21,1.34,200
11/01/21,1.3,99
12/01/21,1.32,450
13/01/21,1.48,327
14/01/21,1.39,355
15/01/21,1.39,372
16/01/21,1.48,389
17/01/21,1.48,153
18/01/21,1.53,105
19/01/21,1.48,393
20/01/21,1.53,316
21/01/21,1.67,341
22/01/21,1.71,282
23/01/21,1.57,290
24/01/21,1.57,142
25/01/21,1.67,184
26/01/21,1.69,540
27/01/21,1.71,341
28/01/21,1.67,425
29/01/21,1.69,351
30/01/21,1.62,351
31/01/21,1.62,180
01/02/21,1.71,252
02/02/21,1.71,536
03/02/21,1.67,325
04/02/21,1.48,410
05/02/21,1.53,410
06/02/21,1.34,351
07/02/21,1.34,160
08/02/21,1.3,164
09/02/21,1.34,296
10/02/21,1.34,258
11/02/21,1.57,241
12/02/21,1.57,349
13/02/21,1.68,343
14/02/21,1.68,233
15/02/21,1.6,201
16/02/21,1.67,365
17/02/21,1.67,335
18/02/21,1.69,298
19/02/21,1.67,330
20/02/21,1.69,308
21/02/21,1.69,217
22/02/21,1.85,211
23/02/21,1.79,406
24/02/21,1.76,303
25/02/21,1.79,351
26/02/21,1.62,348
27/02/21,1.53,324
28/02/21,1.53,229
01/03/21,1.53,161
02/03/21,1.56,313
03/03/21,1.53,271
04/03/21,1.6,357
05/03/21,1.57,382
06/03/21,1.42,378
07/03/21,1.42,4
08/03/21,1.37,300
09/03/21,1.32,410
10/03/21,1.3,329
11/03/21,1.32,284
12/03/21,1.3,369
13/03/21,1.44,327
14/03/21,1.44,49
15/03/21,1.44,253
16/03/21,1.48,361
17/03/21,2.48,145
18/03/21,2.67,132
19/03/21,2.67,215
20/03/21,2.64,376
21/03/21,2.64,352
22/03/21,2.34,388
23/03/21,2.16,341
24/03/21,2.18,235
25/03/21,1.85,335
26/03/21,1.85,393
27/03/21,2.04,371
28/03/21,2.04,245
29/03/21,1.94,171
30/03/21,1.99,402
31/03/21,1.99,460
01/04/21,1.71,308
02/04/21,1.67,216
03/04/21,1.67,286
04/04/21,1.67,316
05/04/21,1.71,292
06/04/21,1.48,469
07/04/21,1.44,297
08/04/21,1.3,249
09/04/21,1.34,320
10/04/21,1.48,326
11/04/21,1.48,186
12/04/21,1.34,156
13/04/21,1.25,350
14/04/21,1.32,247
15/04/21,1.28,243
16/04/21,1.34,320
17/04/21,1.53,408
18/04/21,1.53,288
19/04/21,1.53,186
20/04/21,1.48,379
21/04/21,1.57,288
22/04/21,1.67,294
23/04/21,1.53,307
24/04/21,1.53,290
25/04/21,1.53,15
26/04/21,1.48,135
27/04/21,1.53,344
28/04/21,1.62,246
29/04/21,1.67,347
30/04/21,1.71,375
01/05/21,1.67,354
02/05/21,1.67,20
03/05/21,1.65,158
04/05/21,1.67,423
05/05/21,1.71,297
06/05/21,1.62,391
07/05/21,1.69,280
08/05/21,1.62,255
09/05/21,1.62,107
10/05/21,1.62,139
11/05/21,1.71,419
12/05/21,1.71,294
13/05/21,1.69,377
14/05/21,1.62,416
15/05/21,1.46,272
16/05/21,1.46,88
17/05/21,1.6,174
18/05/21,1.57,398
19/05/21,1.37,215
20/05/21,1.34,298
21/05/21,1.42,295
22/05/21,1.37,333
23/05/21,1.37,102
24/05/21,1.32,179
25/05/21,1.48,391
26/05/21,1.3,265
27/05/21,1.25,361
28/05/21,1.34,319
29/05/21,1.3,273
30/05/21,1.3,107
31/05/21,1.28,122
01/06/21,1.3,377
02/06/21,1.48,292
03/06/21,1.34,387
04/06/21,1.57,300
05/06/21,1.42,354
06/06/21,1.42,...
07/06/21,1.3,97
08/06/21,1.26,355
09/06/21,1.26,298
10/06/21,1.23,283
11/06/21,1.31,343
12/06/21,1.19,264
13/06/21,1.19,104
14/06/21,1.22,137
15/06/21,1.19,330
16/06/21,1.23,286
17/06/21,1.32,324
18/06/21,1.42,238
19/06/21,1.44,256
20/06/21,1.44,118
21/06/21,1.44,98
22/06/21,1.81,339
23/06/21,1.83,227
24/06/21,1.71,310
25/06/21,1.79,264
26/06/21,1.79,294
27/06/21,1.79,125
28/06/21,1.83,125
29/06/21,1.9,309
30/06/21,1.85,164
01/07/21,2.08,311
02/07/21,2.08,240
03/07/21,2.11,246
04/07/21,2.11,100
05/07/21,2.18,132
06/07/21,2.27,325
07/07/21,2.27,216
08/07/21,2.45,329
09/07/21,2.27,359
10/07/21,2.27,187
11/07/21,2.27,95
12/07/21,2.36,136
13/07/21,2.34,341
14/07/21,2.41,154
15/07/21,2.55,322
16/07/21,2.64,313
17/07/21,2.64,297
18/07/21,2.64,120
19/07/21,2.59,199
20/07/21,2.5,323
21/07/21,2.64,265
22/07/21,2.64,330
23/07/21,2.73,249
24/07/21,2.78,225
25/07/21,2.78,203
26/07/21,2.78,120
27/07/21,2.73,317
28/07/21,2.73,183
29/07/21,2.73,227
30/07/21,2.82,216
31/07/21,2.73,282
01/08/21,2.73,200
02/08/21,2.69,178
03/08/21,2.36,236
04/08/21,2.31,169
05/08/21,2.25,302
06/08/21,2.22,269
07/08/21,2.18,289
08/08/21,2.18,188
09/08/21,2.22,148
10/08/21,2.08,298
11/08/21,2.31,219
12/08/21,2.36,288
13/08/21,2.45,211
14/08/21,2.45,146
15/08/21,2.45,97
16/08/21,2.45,117
17/08/21,2.5,285
18/08/21,2.59,193
19/08/21,2.78,223
20/08/21,3.33,212
21/08/21,3.38,195
22/08/21,3.38,167
23/08/21,3.33,159
24/08/21,3.33,405
25/08/21,3.19,230
26/08/21,2.96,333
27/08/21,3.1,178
28/08/21,3.1,204
29/08/21,3.1,145
30/08/21,3.1,187
31/08/21,2.82,328
01/09/21,2.96,270
02/09/21,2.96,393
03/09/21,2.41,352
04/09/21,2.08,243
05/09/21,2.08,190
06/09/21,2.08,121
07/09/21,2.08,282
08/09/21,2.08,205
09/09/21,2.27,310
10/09/21,2.64,210
11/09/21,2.64,282
12/09/21,2.64,196
13/09/21,2.31,173
14/09/21,2.36,210
15/09/21,2.59,194
16/09/21,2.59,289
17/09/21,2.59,331
18/09/21,2.64,306
19/09/21,2.64,148
20/09/21,2.64,53
21/09/21,2.5,279
22/09/21,2.55,176
23/09/21,2.78,206
24/09/21,2.73,233
25/09/21,3.47,266
26/09/21,3.47,152
27/09/21,3.43,162
28/09/21,3.38,336
29/09/21,3.47,196
30/09/21,3.43,323
01/10/21,3.43,177
02/10/21,3.47,267
03/10/21,3.47,151
04/10/21,3.56,125
05/10/21,3.7,268
06/10/21,3.66,224
07/10/21,3.75,275
08/10/21,3.75,296
09/10/21,3.84,249
10/10/21,3.84,222
11/10/21,3.89,171
12/10/21,3.33,331
13/10/21,3.43,232
14/10/21,3.15,328
15/10/21,2.73,199
16/10/21,2.69,259
17/10/21,2.69,151
18/10/21,2.48,164
19/10/21,2.31,280
20/10/21,2.41,155
21/10/21,2.59,252
22/10/21,2.73,230
23/10/21,2.82,368
24/10/21,2.82,199
25/10/21,2.69,53
26/10/21,2.73,279
27/10/21,2.69,199
28/10/21,2.87,288
29/10/21,2.78,206
30/10/21,2.82,330
31/10/21,2.82,192
01/11/21,2.82,94
02/11/21,3.01,313
03/11/21,2.73,184
04/11/21,2.82,328
05/11/21,2.92,311
06/11/21,2.92,333
07/11/21,2.92,313
08/11/21,2.92,259
09/11/21,2.69,188
10/11/21,2.55,269
11/11/21,2.53,368
12/11/21,2.53,244
13/11/21,2.34,383
14/11/21,2.34,228
15/11/21,2.22,132
16/11/21,1.85,250
17/11/21,1.76,270
18/11/21,1.76,261
19/11/21,1.71,284
20/11/21,1.81,254
21/11/21,1.81,191
22/11/21,1.85,131
23/11/21,1.83,363
24/11/21,1.94,296
25/11/21,1.94,362
26/11/21,1.97,342
27/11/21,1.99,287
28/11/21,1.99,187
29/11/21,2.02,135
30/11/21,1.85,365
01/12/21,1.85,377
02/12/21,1.71,338
03/12/21,1.62,360
04/12/21,1.62,338
05/12/21,1.62,274
06/12/21,1.56,191
07/12/21,1.54,387
08/12/21,1.54,277
09/12/21,1.69,332
10/12/21,1.51,392
11/12/21,1.53,345
12/12/21,1.53,257
13/12/21,1.44,154
14/12/21,1.39,322
15/12/21,1.34,228
16/12/21,1.3,259
17/12/21,1.3,256
18/12/21,1.34,300
19/12/21,1.34,231
20/12/21,1.39,202
21/12/21,1.42,385
22/12/21,1.42,285
23/12/21,1.56,406
24/12/21,1.6,330
25/12/21,1.6,6
26/12/21,1.6,96
27/12/21,1.56,254
28/12/21,1.46,334
29/12/21,1.34,306
30/12/21,1.62,287
31/12/21,1.81,326
