eli,DISTRITO,CULTIVO
3046,LIMA-CANETE-SAN ANTONIO,Cebolla cabeza roja
3047,LIMA-HUARAL-AUCALLAMA,Algodon
3048,LIMA-HUARAL-CHANCAY,Algodon
3049,LIMA-HUAROCHIRI-HUAROCHIRI,Papa blanca
3050,LIMA-HUAROCHIRI-LANGA,Papa nativa
3051,LIMA-HUAROCHIRI-SAN JUAN DE TANTARANCHE,Papa blanca
3052,LIMA-HUAROCHIRI-SAN JUAN DE TANTARANCHE,Papa color
3053,LIMA-HUAROCHIRI-SAN LORENZO DE QUINTI,Papa blanca
3054,LIMA-HUAROCHIRI-SAN LORENZO DE QUINTI,Papa color
3055,LIMA-HUAROCHIRI-SAN PEDRO DE HUANCAYRE,Papa blanca
3056,LIMA-HUAROCHIRI-SANGALLAYA,Papa blanca
3057,LIMA-HUAROCHIRI-SANGALLAYA,Papa color
3058,LIMA-HUAROCHIRI-SANTIAGO DE ANCHUCAYA,Papa blanca
3059,LIMA-HUAURA-SANTA LEONOR,Papa nativa
3060,LIMA-HUAURA-SANTA MARIA,Yuca
3061,LIMA-YAUYOS-ALIS,Maiz amilaceo
3062,LIMA-YAUYOS-CACRA,Haba grano seco
3063,LIMA-YAUYOS-CACRA,Maiz amilaceo
3064,LIMA-YAUYOS-HONGOS,Papa nativa
3065,LIMA-YAUYOS-HUANCAYA,Olluco
3066,LIMA-YAUYOS-HUANTAN,Maiz amilaceo
3067,LIMA-YAUYOS-HUAYEC,Olluco
3068,LIMA-YAUYOS-LARAOS,Maiz amilaceo
3069,LIMA-YAUYOS-LARAOS,Papa nativa
3070,LIMA-YAUYOS-MADEAN,Papa blanca
3071,LIMA-YAUYOS-QUINCHES,Olluco
3072,LIMA-YAUYOS-TOMAS,Haba grano seco
3073,LIMA-YAUYOS-VIYAC,Maiz amilaceo
3074,LORETO-REQUENA-SOPLIN,Frijol grano seco
3075,LORETO-REQUENA-SOPLIN,Tomate
3076,LORETO-PUTUMAYO-PUTUMAYO,Tomate
3077,MADRE DE DIOS-MANU-HUEPETUHE,Camote
3078,MOQUEGUA-MARISCAL NIETO-MOQUEGUA,Frijol grano seco
3079,MOQUEGUA-MARISCAL NIETO-SAN CRISTOBAL,Maiz amilaceo
3080,MOQUEGUA-MARISCAL NIETO-TORATA,Maiz choclo
3081,MOQUEGUA-GENERAL SANCHEZ CERRO-CHOJATA,Haba grano seco
3082,MOQUEGUA-GENERAL SANCHEZ CERRO-MATALAQUE,Camote
3083,MOQUEGUA-GENERAL SANCHEZ CERRO-PUQUINA,Zapallo
3084,MOQUEGUA-ILO-EL ALGARROBAL,Camote
3085,MOQUEGUA-ILO-EL ALGARROBAL,Maiz amarillo duro
3086,MOQUEGUA-ILO-EL ALGARROBAL,Maiz amilaceo
3087,MOQUEGUA-ILO-EL ALGARROBAL,Papa color
3088,MOQUEGUA-ILO-EL ALGARROBAL,Zapallo
3089,PASCO-PASCO-HUACHON,Zapallo
3090,PASCO-PASCO-NINACACA,Olluco
3091,PASCO-PASCO-PAUCARTAMBO,Olluco
3092,PASCO-PASCO-TINYAHUARCO,Papa blanca
3093,PASCO-PASCO-TINYAHUARCO,Papa nativa
3094,PASCO-PASCO-YANACANCHA,Cebada grano
3095,PASCO-PASCO-YANACANCHA,Haba grano seco
3096,PASCO-PASCO-YANACANCHA,Olluco
3097,PASCO-DANIEL ALCIDES CARRION-YANAHUANCA,Haba grano seco
3098,PASCO-DANIEL ALCIDES CARRION-YANAHUANCA,Olluco
3099,PASCO-DANIEL ALCIDES CARRION-CHACAYAN,Olluco
3100,PASCO-DANIEL ALCIDES CARRION-PAUCAR,Haba grano seco
3101,PASCO-DANIEL ALCIDES CARRION-PAUCAR,Olluco
3102,PASCO-DANIEL ALCIDES CARRION-SAN PEDRO DE PILLAO,Haba grano seco
3103,PASCO-DANIEL ALCIDES CARRION-SAN PEDRO DE PILLAO,Olluco
3104,PASCO-DANIEL ALCIDES CARRION-TAPUC,Haba grano seco
3105,PASCO-DANIEL ALCIDES CARRION-VILCABAMBA,Olluco
3106,PIURA-PIURA-LA UNION,Camote
3107,PIURA-SULLANA-MARCAVELICA,Yuca
3108,PIURA-SULLANA-SALITRAL,Yuca
3109,PIURA-SECHURA-SECHURA,Maiz amarillo duro
3110,PIURA-SECHURA-BELLAVISTA DE LA UNION,Camote
3111,PIURA-SECHURA-BERNAL,Camote
3112,PUNO-PUNO-AMANTANI,Haba grano seco
3113,PUNO-PUNO-COATA,Cebolla cabeza roja
3114,PUNO-AZANGARO-ARAPA,Haba grano seco
3115,PUNO-AZANGARO-MUYANI,Quinua
3116,PUNO-CARABAYA-MACUSANI,Haba grano seco
3117,PUNO-CARABAYA-MACUSANI,Olluco
3118,PUNO-CARABAYA-MACUSANI,Quinua
3119,PUNO-CARABAYA-AJOYANI,Cebada grano
3120,PUNO-CARABAYA-AJOYANI,Olluco
3121,PUNO-CARABAYA-AJOYANI,Quinua
3122,PUNO-CARABAYA-AYAPATA,Arroz cascara
3123,PUNO-CARABAYA-AYAPATA,Camote
3124,PUNO-CARABAYA-AYAPATA,Cebada grano
3125,PUNO-CARABAYA-AYAPATA,Cebolla cabeza roja
3126,PUNO-CARABAYA-AYAPATA,Frijol grano seco
3127,PUNO-CARABAYA-AYAPATA,Maiz amarillo duro
3128,PUNO-CARABAYA-AYAPATA,Olluco
3129,PUNO-CARABAYA-AYAPATA,Yuca
3130,PUNO-CARABAYA-COASA,Arveja grano seco
3131,PUNO-CARABAYA-COASA,Cebada grano
3132,PUNO-CARABAYA-COASA,Haba grano seco
3133,PUNO-CARABAYA-COASA,Maiz amilaceo
3134,PUNO-CARABAYA-COASA,Olluco
3135,PUNO-CARABAYA-COASA,Quinua
3136,PUNO-CARABAYA-CORANI,Arveja grano seco
3137,PUNO-CARABAYA-CORANI,Cebada grano
3138,PUNO-CARABAYA-CORANI,Haba grano seco
3139,PUNO-CARABAYA-CORANI,Olluco
3140,PUNO-CARABAYA-CORANI,Quinua
3141,PUNO-CARABAYA-CORANI,Trigo
3142,PUNO-CARABAYA-CRUCERO,Arveja grano seco
3143,PUNO-CARABAYA-CRUCERO,Cebada grano
3144,PUNO-CARABAYA-CRUCERO,Cebolla cabeza roja
3145,PUNO-CARABAYA-CRUCERO,Maiz amarillo duro
3146,PUNO-CARABAYA-ITUATA,Maiz amarillo duro
3147,PUNO-CARABAYA-ITUATA,Maiz amilaceo
3148,PUNO-CARABAYA-ITUATA,Quinua
3149,PUNO-CARABAYA-OLLACHEA,Arveja grano seco
3150,PUNO-CARABAYA-OLLACHEA,Camote
3151,PUNO-CARABAYA-OLLACHEA,Cebada grano
3152,PUNO-CARABAYA-OLLACHEA,Cebolla cabeza roja
3153,PUNO-CARABAYA-OLLACHEA,Frijol grano seco
3154,PUNO-CARABAYA-OLLACHEA,Haba grano seco
3155,PUNO-CARABAYA-OLLACHEA,Maiz amarillo duro
3156,PUNO-CARABAYA-OLLACHEA,Maiz amilaceo
3157,PUNO-CARABAYA-OLLACHEA,Olluco
3158,PUNO-CARABAYA-SAN GABAN,Arroz cascara
3159,PUNO-CARABAYA-SAN GABAN,Frijol grano seco
3160,PUNO-CARABAYA-SAN GABAN,Maiz amarillo duro
3161,PUNO-CARABAYA-SAN GABAN,Papa nativa
3162,PUNO-CARABAYA-USICAYOS,Arveja grano seco
3163,PUNO-CARABAYA-USICAYOS,Cebolla cabeza roja
3164,PUNO-CARABAYA-USICAYOS,Maiz amarillo duro
3165,PUNO-CARABAYA-USICAYOS,Olluco
3166,PUNO-CARABAYA-USICAYOS,Quinua
3167,PUNO-MOHO-CONIMA,Olluco
3168,PUNO-MOHO-TILALI,Cebolla cabeza roja
3169,PUNO-SAN ANTONIO DE PUTINA-PEDRO VILCA APAZA,Quinua
3170,PUNO-SAN ROMAN-CABANILLAS,Arveja grano seco
3171,PUNO-SANDIA-SANDIA,Olluco
3172,PUNO-SANDIA-SANDIA,Zapallo
3173,PUNO-SANDIA-CUYOCUYO,Arveja grano seco
3174,PUNO-SANDIA-CUYOCUYO,Olluco
3175,PUNO-SANDIA-CUYOCUYO,Zapallo
3176,PUNO-SANDIA-LIMBANI,Arveja grano seco
3177,PUNO-SANDIA-LIMBANI,Frijol grano seco
3178,PUNO-SANDIA-LIMBANI,Haba grano seco
3179,PUNO-SANDIA-LIMBANI,Maiz amilaceo
3180,PUNO-SANDIA-LIMBANI,Olluco
3181,PUNO-SANDIA-LIMBANI,Zapallo
3182,PUNO-SANDIA-PATAMBUCO,Arveja grano seco
3183,PUNO-SANDIA-PATAMBUCO,Frijol grano seco
3184,PUNO-SANDIA-PATAMBUCO,Haba grano seco
3185,PUNO-SANDIA-PATAMBUCO,Yuca
3186,PUNO-SANDIA-PATAMBUCO,Zapallo
3187,PUNO-SANDIA-PHARA,Arveja grano seco
3188,PUNO-SANDIA-PHARA,Frijol grano seco
3189,PUNO-SANDIA-PHARA,Haba grano seco
3190,PUNO-SANDIA-PHARA,Olluco
3191,PUNO-SANDIA-PHARA,Zapallo
3192,PUNO-SANDIA-QUIACA,Frijol grano seco
3193,PUNO-SANDIA-QUIACA,Haba grano seco
3194,PUNO-SANDIA-QUIACA,Maiz amarillo duro
3195,PUNO-SANDIA-QUIACA,Olluco
3196,PUNO-SANDIA-QUIACA,Zapallo
3197,TACNA-TACNA-CALANA,Aji
3198,TACNA-TACNA-PACHIA,Aji
3199,TACNA-TACNA-PACHIA,Maiz amilaceo
3200,TACNA-TACNA-POCOLLAY,Aji
3201,TACNA-TACNA-SAMA,Aji
3202,TACNA-JORGE BASADRE-ILABAYA,Zapallo
3203,TACNA-TARATA-TARATA,Ajo
3204,TACNA-TARATA-TARATA,Arveja grano verde
3205,TACNA-TARATA-TARATA,Maiz choclo
3206,TACNA-TARATA-TARATA,Zapallo
3207,TACNA-TARATA-CHUCATAMANI,Maiz amilaceo
3208,TACNA-TARATA-CHUCATAMANI,Papa color
3209,TACNA-TARATA-CHUCATAMANI,Zapallo
3210,TACNA-TARATA-ESTIQUE,Arveja grano verde
3211,TACNA-TARATA-ESTIQUE,Maiz amilaceo
3212,TACNA-TARATA-ESTIQUE-PAMPA,Arveja grano verde
3213,TACNA-TARATA-SITAJARA,Maiz amilaceo
3214,TACNA-TARATA-TARUCACHI,Arveja grano verde
3215,TACNA-TARATA-TARUCACHI,Zapallo
3216,TACNA-TARATA-TICACO,Arveja grano verde
3217,TACNA-TARATA-TICACO,Maiz choclo
3218,AMAZONAS-CHACHAPOYAS-GRANADA,Maiz choclo
3219,AMAZONAS-BONGARA-CHURUJA,Maiz amarillo duro
3220,AMAZONAS-BONGARA-CUISPES,Papa nativa
3221,AMAZONAS-BONGARA-CUISPES,Zapallo
3222,AMAZONAS-BONGARA-JAZAN,Papa blanca
3223,AMAZONAS-BONGARA-JAZAN,Papa nativa
3224,AMAZONAS-BONGARA-JAZAN,Zapallo
3225,AMAZONAS-BONGARA-SAN CARLOS,Maiz amarillo duro
3226,AMAZONAS-BONGARA-VALERA,Maiz amilaceo
3227,ANCASH-ASUNCION-CHACAS,Papa nativa
3228,ANCASH-ASUNCION-ACOCHACA,Papa nativa
3229,ANCASH-BOLOGNESI-CHIQUIAN,Papa color
3230,ANCASH-BOLOGNESI-ANTONIO RAYMONDI,Papa color
3231,ANCASH-BOLOGNESI-AQUIA,Papa color
3232,ANCASH-BOLOGNESI-CAJACAY,Papa blanca
3233,ANCASH-BOLOGNESI-CAJACAY,Papa nativa
3234,ANCASH-CARHUAZ-ACOPAMPA,Maiz choclo
3235,ANCASH-CARLOS FERMIN FITZCARRALD-SAN NICOLAS,Papa blanca
3236,ANCASH-CORONGO-CUSCA,Olluco
3237,ANCASH-HUARI-HUACCHIS,Papa color
3238,ANCASH-HUAYLAS-PUEBLO LIBRE,Frijol grano seco
3239,ANCASH-OCROS-OCROS,Papa blanca
3240,ANCASH-OCROS-ACAS,Papa color
3241,ANCASH-OCROS-CARHUAPAMPA,Papa blanca
3242,ANCASH-OCROS-CONGAS,Papa blanca
3243,ANCASH-OCROS-LLIPA,Papa blanca
3244,ANCASH-OCROS-SAN CRISTOBAL DE RAJAN,Papa blanca
3245,ANCASH-OCROS-SAN PEDRO,Papa color
3246,ANCASH-OCROS-SANTIAGO DE CHILCAS,Papa blanca
3247,ANCASH-OCROS-SANTIAGO DE CHILCAS,Papa color
3248,ANCASH-POMABAMBA-POMABAMBA,Olluco
3249,ANCASH-POMABAMBA-POMABAMBA,Papa blanca
3250,ANCASH-POMABAMBA-POMABAMBA,Papa color
3251,ANCASH-POMABAMBA-HUAYLLAN,Papa blanca
3252,ANCASH-POMABAMBA-HUAYLLAN,Papa color
3253,ANCASH-POMABAMBA-PAROBAMBA,Olluco
3254,ANCASH-POMABAMBA-QUINUABAMBA,Papa blanca
3255,ANCASH-POMABAMBA-QUINUABAMBA,Papa color
3256,ANCASH-SIHUAS-SIHUAS,Papa blanca
3257,ANCASH-SIHUAS-SIHUAS,Papa color
3258,ANCASH-SIHUAS-SIHUAS,Papa nativa
3259,ANCASH-SIHUAS-ACOBAMBA,Papa blanca
3260,ANCASH-SIHUAS-ACOBAMBA,Papa color
3261,ANCASH-SIHUAS-ALFONSO UGARTE,Papa blanca
3262,ANCASH-SIHUAS-ALFONSO UGARTE,Papa color
3263,ANCASH-SIHUAS-ALFONSO UGARTE,Papa nativa
3264,ANCASH-SIHUAS-CASHAPAMPA,Papa blanca
3265,ANCASH-SIHUAS-CASHAPAMPA,Papa color
3266,ANCASH-SIHUAS-CASHAPAMPA,Papa nativa
3267,ANCASH-SIHUAS-CHINGALPO,Papa blanca
3268,ANCASH-SIHUAS-HUAYLLABAMBA,Papa blanca
3269,ANCASH-SIHUAS-HUAYLLABAMBA,Papa color
3270,ANCASH-SIHUAS-QUICHES,Papa blanca
3271,ANCASH-SIHUAS-QUICHES,Papa color
3272,ANCASH-SIHUAS-RAGASH,Papa blanca
3273,ANCASH-SIHUAS-RAGASH,Papa color
3274,ANCASH-SIHUAS-SAN JUAN,Papa blanca
3275,ANCASH-SIHUAS-SAN JUAN,Papa color
3276,ANCASH-SIHUAS-SICSIBAMBA,Papa blanca
3277,ANCASH-YUNGAY-YUNGAY,Papa nativa
3278,ANCASH-YUNGAY-CASCAPARA,Maiz amilaceo
3279,ANCASH-YUNGAY-CASCAPARA,Papa nativa
3280,ANCASH-YUNGAY-MANCOS,Papa color
3281,ANCASH-YUNGAY-RANRAHIRCA,Zapallo
3282,APURIMAC-ABANCAY-CURAHUASI,Olluco
3283,APURIMAC-ABANCAY-HUANIPACA,Maiz amilaceo
3284,APURIMAC-ABANCAY-LAMBRAMA,Olluco
3285,APURIMAC-ABANCAY-LAMBRAMA,Papa nativa
3286,APURIMAC-ABANCAY-PICHIRHUA,Tomate
3287,APURIMAC-ABANCAY-SAN PEDRO DE CACHORA,Olluco
3288,APURIMAC-ABANCAY-TAMBURCO,Papa nativa
3289,APURIMAC-ANDAHUAYLAS-ANDAHUAYLAS,Maiz choclo
3290,APURIMAC-ANDAHUAYLAS-ANDAHUAYLAS,Olluco
3291,APURIMAC-ANDAHUAYLAS-HUANCARAY,Olluco
3292,APURIMAC-ANDAHUAYLAS-PACOBAMBA,Arveja grano verde
3293,APURIMAC-ANDAHUAYLAS-TURPO,Olluco
3294,APURIMAC-ANDAHUAYLAS-JOSE MARIA ARGUEDAS,Olluco
3295,APURIMAC-AYMARAES-COTARUSE,Olluco
3296,APURIMAC-CHINCHEROS-ANCO-HUALLO,Maiz amilaceo
3297,AREQUIPA-AREQUIPA-AREQUIPA,Maiz choclo
3298,AREQUIPA-AREQUIPA-ALTO SELVA ALEGRE,Maiz choclo
3299,AREQUIPA-AREQUIPA-ALTO SELVA ALEGRE,Papa color
3300,AREQUIPA-AREQUIPA-CERRO COLORADO,Quinua
3301,AREQUIPA-AREQUIPA-CHARACATO,Maiz amilaceo
3302,AREQUIPA-AREQUIPA-CHIGUATA,Maiz amilaceo
3303,AREQUIPA-AREQUIPA-PAUCARPATA,Maiz amilaceo
3304,AREQUIPA-AREQUIPA-POCSI,Maiz amilaceo
3305,AREQUIPA-AREQUIPA-POCSI,Papa color
3306,AREQUIPA-AREQUIPA-POLOBAYA,Maiz amilaceo
3307,AREQUIPA-AREQUIPA-POLOBAYA,Papa color
3308,AREQUIPA-AREQUIPA-QUEQUEYA,Arveja grano verde
3309,AREQUIPA-AREQUIPA-SOCABAYA,Haba grano seco
3310,AREQUIPA-AREQUIPA-YARABAMBA,Arveja grano verde
3311,AREQUIPA-AREQUIPA-YARABAMBA,Maiz amilaceo
3312,AREQUIPA-AREQUIPA-YARABAMBA,Papa color
3313,AREQUIPA-AREQUIPA-YURA,Zanahoria
3314,AREQUIPA-CASTILLA-APLAO,Yuca
3315,AREQUIPA-CASTILLA-MACHAGUAY,Maiz amilaceo
3316,AREQUIPA-CASTILLA-MACHAGUAY,Papa color
3317,AREQUIPA-CASTILLA-VIRACO,Papa color
3318,AREQUIPA-CAYLLOMA-CHIVAY,Haba grano seco
3319,AREQUIPA-CAYLLOMA-ACHOMA,Maiz amilaceo
3320,AREQUIPA-CAYLLOMA-ACHOMA,Maiz choclo
3321,AREQUIPA-CAYLLOMA-CABANACONDE,Maiz choclo
3322,AREQUIPA-CAYLLOMA-COPORAQUE,Maiz amilaceo
3323,AREQUIPA-CAYLLOMA-HUAMBO,Maiz amilaceo
3324,AREQUIPA-CAYLLOMA-HUANCA,Papa blanca
3325,AREQUIPA-CAYLLOMA-ICHUPAMPA,Maiz amilaceo
3326,AREQUIPA-CAYLLOMA-LARI,Maiz amilaceo
3327,AREQUIPA-CAYLLOMA-LLUTA,Papa blanca
3328,AREQUIPA-CAYLLOMA-LLUTA,Papa color
3329,AREQUIPA-CAYLLOMA-MACA,Maiz amilaceo
3330,AREQUIPA-CAYLLOMA-MADRIGAL,Maiz amilaceo
3331,AREQUIPA-CONDESUYOS-CHUQUIBAMBA,Maiz amilaceo
3332,AREQUIPA-CONDESUYOS-CHUQUIBAMBA,Zapallo
3333,AREQUIPA-CONDESUYOS-ANDARAY,Zapallo
3334,AREQUIPA-CONDESUYOS-IRAY,Zapallo
3335,AREQUIPA-CONDESUYOS-SALAMANCA,Maiz amilaceo
3336,AREQUIPA-CONDESUYOS-YANAQUIHUA,Zapallo
3337,AREQUIPA-ISLAY-PUNTA DE BOMBON,Aji
3338,AREQUIPA-LA UNION-ALCA,Haba grano seco
3339,AREQUIPA-LA UNION-ALCA,Maiz amilaceo
3340,CAJAMARCA-CAJAMARCA-ENCAYADA,Papa nativa
3341,CAJAMARCA-CAJAMARCA-NAMORA,Olluco
3342,CAJAMARCA-CELENDIN-CELENDIN,Maiz amarillo duro
3343,CAJAMARCA-CELENDIN-CHUMUCH,Maiz amarillo duro
3344,CAJAMARCA-CELENDIN-CHUMUCH,Olluco
3345,CAJAMARCA-CELENDIN-CORTEGANA,Olluco
3346,CAJAMARCA-CELENDIN-HUASMIN,Olluco
3347,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Olluco
3348,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Yuca
3349,CAJAMARCA-CELENDIN-SOROCHUCO,Maiz amarillo duro
3350,CAJAMARCA-CELENDIN-SOROCHUCO,Olluco
3351,CAJAMARCA-CELENDIN-SOROCHUCO,Yuca
3352,CAJAMARCA-CELENDIN-LA LIBERTAD DE PALLAN,Maiz amarillo duro
3353,CAJAMARCA-CELENDIN-LA LIBERTAD DE PALLAN,Olluco
3354,CAJAMARCA-CHOTA-HUAMBOS,Papa nativa
3355,CAJAMARCA-CUTERVO-SAN JUAN DE CUTERVO,Maiz amilaceo
3356,CAJAMARCA-CUTERVO-SAN JUAN DE CUTERVO,Maiz choclo
3357,CAJAMARCA-CUTERVO-SANTA CRUZ,Maiz amilaceo
3358,CAJAMARCA-CUTERVO-SANTA CRUZ,Maiz choclo
3359,CAJAMARCA-HUALGAYOC-HUALGAYOC,Olluco
3360,CAJAMARCA-JAEN-SANTA ROSA,Tomate
3361,CAJAMARCA-SAN MARCOS-EDUARDO VILLANUEVA,Maiz amarillo duro
3362,CUSCO-CALCA-CALCA,Arveja grano seco
3363,CUSCO-CALCA-CALCA,Haba grano seco
3364,CUSCO-CALCA-CALCA,Maiz amilaceo
3365,CUSCO-CALCA-CALCA,Olluco
3366,CUSCO-CALCA-CALCA,Papa nativa
3367,CUSCO-CALCA-CALCA,Quinua
3368,CUSCO-CALCA-COYA,Arveja grano verde
3369,CUSCO-CALCA-COYA,Haba grano seco
3370,CUSCO-CALCA-COYA,Maiz amilaceo
3371,CUSCO-CALCA-COYA,Olluco
3372,CUSCO-CALCA-COYA,Papa nativa
3373,CUSCO-CALCA-LAMAY,Arveja grano seco
3374,CUSCO-CALCA-LAMAY,Haba grano seco
3375,CUSCO-CALCA-LAMAY,Maiz amilaceo
3376,CUSCO-CALCA-LAMAY,Papa nativa
3377,CUSCO-CALCA-LAMAY,Quinua
3378,CUSCO-CALCA-LARES,Olluco
3379,CUSCO-CALCA-LARES,Papa blanca
3380,CUSCO-CALCA-LARES,Papa color
3381,CUSCO-CALCA-PISAC,Maiz amilaceo
3382,CUSCO-CALCA-PISAC,Olluco
3383,CUSCO-CALCA-PISAC,Papa blanca
3384,CUSCO-CALCA-PISAC,Papa color
3385,CUSCO-CALCA-SAN SALVADOR,Arveja grano seco
3386,CUSCO-CALCA-SAN SALVADOR,Arveja grano verde
3387,CUSCO-CALCA-SAN SALVADOR,Maiz amilaceo
3388,CUSCO-CALCA-SAN SALVADOR,Olluco
3389,CUSCO-CALCA-SAN SALVADOR,Papa nativa
3390,CUSCO-CALCA-TARAY,Maiz amilaceo
3391,CUSCO-CANCHIS-SICUANI,Zanahoria
3392,CUSCO-CANCHIS-MARANGANI,Zanahoria
3393,CUSCO-LA CONVENCION-SANTA ANA,Maiz amilaceo
3394,CUSCO-LA CONVENCION-SANTA ANA,Tomate
3395,CUSCO-LA CONVENCION-ECHARATE,Frijol grano seco
3396,CUSCO-LA CONVENCION-ECHARATE,Maiz amarillo duro
3397,CUSCO-LA CONVENCION-HUAYOPATA,Camote
3398,CUSCO-LA CONVENCION-HUAYOPATA,Frijol grano seco
3399,CUSCO-LA CONVENCION-HUAYOPATA,Yuca
3400,CUSCO-LA CONVENCION-QUELLOUNO,Frijol grano seco
3401,CUSCO-LA CONVENCION-SANTA TERESA,Camote
3402,CUSCO-LA CONVENCION-SANTA TERESA,Maiz amarillo duro
3403,CUSCO-LA CONVENCION-VILCABAMBA,Maiz amilaceo
3404,CUSCO-LA CONVENCION-VILCABAMBA,Yuca
3405,CUSCO-URUBAMBA-OLLANTAYTAMBO,Maiz choclo
3406,CUSCO-URUBAMBA-OLLANTAYTAMBO,Zanahoria
3407,CUSCO-URUBAMBA-YUCAY,Zanahoria
3408,HUANCAVELICA-HUANCAVELICA-PALCA,Arveja grano verde
3409,HUANCAVELICA-ANGARAES-CALLANMARCA,Arveja grano verde
3410,HUANCAVELICA-ANGARAES-CALLANMARCA,Maiz choclo
3411,HUANCAVELICA-ANGARAES-CHINCHO,Ajo
3412,HUANCAVELICA-ANGARAES-CONGALLA,Arveja grano verde
3413,HUANCAVELICA-ANGARAES-HUAYLLAY GRANDE,Maiz amilaceo
3414,HUANCAVELICA-ANGARAES-SECCLLA,Arveja grano verde
3415,HUANCAVELICA-ANGARAES-SECCLLA,Maiz choclo
3416,HUANCAVELICA-CASTROVIRREYNA-AURAHUA,Olluco
3417,HUANCAVELICA-CASTROVIRREYNA-HUAMATAMBO,Papa nativa
3418,HUANCAVELICA-CASTROVIRREYNA-MOLLEPAMPA,Maiz amilaceo
3419,HUANCAVELICA-CHURCAMPA-CHINCHIHUASI,Papa nativa
3420,HUANCAVELICA-HUAYTARA-SANTO DOMINGO DE CAPILLAS,Papa blanca
3421,HUANCAVELICA-HUAYTARA-SANTO DOMINGO DE CAPILLAS,Papa color
3422,HUANCAVELICA-HUAYTARA-SANTO DOMINGO DE CAPILLAS,Papa nativa
3423,HUANCAVELICA-TAYACAJA-COLCABAMBA,Papa color
3424,HUANCAVELICA-TAYACAJA-HUARIBAMBA,Zapallo
3425,HUANCAVELICA-TAYACAJA-YAHUIMPUQUIO,Olluco
3426,HUANCAVELICA-TAYACAJA-QUICHUAS,Olluco
3427,HUANCAVELICA-TAYACAJA-QUICHUAS,Papa nativa
3428,HUANCAVELICA-TAYACAJA-SANTIAGO DE TUCUMA,Papa nativa
3429,HUANUCO-DOS DE MAYO-CHUQUIS,Quinua
3430,HUANUCO-DOS DE MAYO-QUIVILLA,Olluco
3431,HUANUCO-DOS DE MAYO-QUIVILLA,Papa nativa
3432,HUANUCO-DOS DE MAYO-RIPAN,Maiz amilaceo
3433,HUANUCO-DOS DE MAYO-RIPAN,Olluco
3434,HUANUCO-DOS DE MAYO-RIPAN,Papa nativa
3435,HUANUCO-DOS DE MAYO-SHUNQUI,Olluco
3436,HUANUCO-DOS DE MAYO-SHUNQUI,Papa nativa
3437,HUANUCO-DOS DE MAYO-SILLAPATA,Haba grano seco
3438,HUANUCO-DOS DE MAYO-SILLAPATA,Olluco
3439,HUANUCO-DOS DE MAYO-SILLAPATA,Papa nativa
3440,HUANUCO-DOS DE MAYO-YANAS,Olluco
3441,HUANUCO-DOS DE MAYO-YANAS,Papa nativa
3442,HUANUCO-LAURICOCHA-JESUS,Olluco
3443,HUANUCO-LAURICOCHA-JESUS,Papa nativa
3444,HUANUCO-LAURICOCHA-BAYOS,Papa blanca
3445,HUANUCO-LAURICOCHA-BAYOS,Papa color
3446,HUANUCO-LAURICOCHA-JIVIA,Arveja grano seco
3447,HUANUCO-LAURICOCHA-JIVIA,Haba grano seco
3448,HUANUCO-LAURICOCHA-JIVIA,Maiz amilaceo
3449,HUANUCO-LAURICOCHA-JIVIA,Papa nativa
3450,HUANUCO-LAURICOCHA-RONDOS,Haba grano seco
3451,HUANUCO-LAURICOCHA-RONDOS,Maiz amilaceo
3452,HUANUCO-LAURICOCHA-RONDOS,Olluco
3453,HUANUCO-LAURICOCHA-RONDOS,Papa color
3454,HUANUCO-LAURICOCHA-SAN FRANCISCO DE ASIS,Haba grano seco
3455,HUANUCO-LAURICOCHA-SAN FRANCISCO DE ASIS,Maiz amilaceo
3456,HUANUCO-LAURICOCHA-SAN FRANCISCO DE ASIS,Papa blanca
3457,HUANUCO-LAURICOCHA-SAN FRANCISCO DE ASIS,Papa color
3458,HUANUCO-LAURICOCHA-SAN MIGUEL DE CAURI,Haba grano seco
3459,HUANUCO-LAURICOCHA-SAN MIGUEL DE CAURI,Maiz amilaceo
3460,HUANUCO-LAURICOCHA-SAN MIGUEL DE CAURI,Olluco
3461,HUANUCO-LAURICOCHA-SAN MIGUEL DE CAURI,Papa blanca
3462,HUANUCO-LAURICOCHA-SAN MIGUEL DE CAURI,Papa color
3463,HUANUCO-LAURICOCHA-SAN MIGUEL DE CAURI,Papa nativa
3464,HUANUCO-YAROWILCA-CHAVINILLO,Haba grano seco
3465,HUANUCO-YAROWILCA-CAHUAC,Maiz amilaceo
3466,HUANUCO-YAROWILCA-CHACABAMBA,Maiz amilaceo
3467,HUANUCO-YAROWILCA-CHUPAN,Maiz amilaceo
3468,HUANUCO-YAROWILCA-CHUPAN,Papa nativa
3469,HUANUCO-YAROWILCA-JACAS CHICO,Papa nativa
3470,HUANUCO-YAROWILCA-OBAS,Papa nativa
3471,HUANUCO-YAROWILCA-PAMPAMARCA,Papa nativa
3472,HUANUCO-YAROWILCA-CHORAS,Maiz amilaceo
3473,HUANUCO-YAROWILCA-CHORAS,Papa nativa
3474,ICA-CHINCHA-ALTO LARAN,Yuca
3475,ICA-CHINCHA-SAN PEDRO DE HUACARPANA,Papa color
3476,ICA-NASCA-NAZCA,Maiz amarillo duro
