DEPARTAMENTO,PROVINICA,DISTRITO,Precio Promedio,Volumen Promedio,Temperatura,Humedad,Precipitación,Cultivo
1,82,134,1.33,2925.0,9.22,76.47,34.05,11
1,82,231,1.33,2925.0,9.22,76.47,34.05,11
1,82,429,1.33,2925.0,9.22,76.47,34.05,11
1,82,434,1.33,2925.0,9.22,76.47,34.05,11
1,82,436,1.33,2925.0,9.22,76.47,34.05,11
1,82,477,1.33,2925.0,9.22,76.47,34.05,11
1,82,885,1.33,2925.0,9.22,76.47,34.05,11
1,82,930,1.33,2925.0,9.22,76.47,34.05,11
1,82,1088,1.33,2925.0,9.22,76.47,34.05,11
1,82,1108,1.33,2925.0,9.22,76.47,34.05,11
1,82,1317,1.33,2925.0,9.22,76.47,34.05,11
1,137,513,2.41,151.0,9.22,76.47,34.05,7
3,34,969,1.43,1741.0,19.93,83.2,1.83,10
4,41,289,0.53,34789.0,10.93,78.1,15.5,12
4,41,289,0.6,4525.0,10.93,78.1,15.5,13
4,41,354,1.23,1684.0,10.93,78.1,15.5,14
4,41,1328,0.53,34789.0,10.93,78.1,15.5,12
4,41,1328,0.6,4525.0,10.93,78.1,15.5,13
4,41,604,0.53,34789.0,10.93,78.1,15.5,12
4,41,604,0.6,4525.0,10.93,78.1,15.5,13
4,143,888,0.93,4777.0,10.93,78.1,15.5,5
4,143,419,1.23,1684.0,10.93,78.1,15.5,14
5,7,57,3.81,3579.0,8.52,63.67,0.1,4
5,7,257,3.81,3579.0,8.52,63.67,0.1,4
5,7,493,3.81,3579.0,8.52,63.67,0.1,4
5,7,941,3.81,3579.0,8.52,63.67,0.1,4
7,63,1003,0.53,34789.0,22.46,85.88,454.83,12
7,63,1187,0.6,4525.0,22.46,85.88,454.83,13
7,63,1364,0.6,4525.0,22.46,85.88,454.83,13
7,169,232,0.53,34789.0,22.46,85.88,454.83,12
7,169,232,0.6,4525.0,22.46,85.88,454.83,13
7,169,122,0.6,4525.0,22.46,85.88,454.83,13
9,52,49,1.33,2925.0,12.25,76.89,3.1,11
9,160,1106,1.33,2925.0,12.25,76.89,3.1,11
12,18,99,0.6,4525.0,27.22,92.77,201.33,13
12,31,790,1.2,4245.0,11.97,80.8,21.5,17
12,80,220,1.39,3806.0,11.97,80.8,21.5,19
12,85,437,0.93,4777.0,11.97,80.8,21.5,5
19,114,146,1.19,214.2,23.24,82.12,163.8,9
19,114,146,1.2,4245.0,23.24,82.12,163.8,17
19,114,423,2.83,7219.0,23.24,82.12,163.8,16
19,114,563,2.41,151.0,23.24,82.12,163.8,7
19,114,1367,1.19,214.2,23.24,82.12,163.8,9
19,114,1367,1.2,4245.0,23.24,82.12,163.8,17
19,144,233,2.83,7219.0,27.35,73.08,97.21,16
1,2,442,2.41,151.0,9.22,76.47,34.05,7
1,2,442,0.6,4525.0,9.22,76.47,34.05,13
1,2,1217,2.41,151.0,9.22,76.47,34.05,7
1,36,1085,1.33,2925.0,9.22,76.47,34.05,11
1,36,1085,0.6,4525.0,9.22,76.47,34.05,13
1,36,1375,0.6,4525.0,9.22,76.47,34.05,13
1,36,1375,1.23,1684.0,9.22,76.47,34.05,14
1,58,351,1.39,3806.0,9.22,76.47,34.05,19
1,58,610,1.39,3806.0,9.22,76.47,34.05,19
1,82,728,1.33,2925.0,9.22,76.47,34.05,11
1,82,991,1.33,2925.0,9.22,76.47,34.05,11
1,124,112,1.33,2925.0,9.22,76.47,34.05,11
1,124,108,1.33,2925.0,9.22,76.47,34.05,11
1,124,108,0.6,4525.0,9.22,76.47,34.05,13
1,124,332,1.33,2925.0,9.22,76.47,34.05,11
1,124,332,0.6,4525.0,9.22,76.47,34.05,13
1,124,332,1.23,1684.0,9.22,76.47,34.05,14
1,124,431,1.33,2925.0,9.22,76.47,34.05,11
1,124,473,1.33,2925.0,9.22,76.47,34.05,11
1,124,619,0.6,4525.0,9.22,76.47,34.05,13
1,124,619,1.23,1684.0,9.22,76.47,34.05,14
1,124,660,0.53,34789.0,9.22,76.47,34.05,12
1,124,660,0.6,4525.0,9.22,76.47,34.05,13
1,124,660,1.23,1684.0,9.22,76.47,34.05,14
1,124,849,1.33,2925.0,9.22,76.47,34.05,11
1,124,849,0.6,4525.0,9.22,76.47,34.05,13
1,124,857,1.33,2925.0,9.22,76.47,34.05,11
1,124,857,0.6,4525.0,9.22,76.47,34.05,13
1,124,857,1.23,1684.0,9.22,76.47,34.05,14
1,124,1259,1.33,2925.0,9.22,76.47,34.05,11
1,137,1245,0.6,4525.0,9.22,76.47,34.05,13
1,137,1245,1.23,1684.0,9.22,76.47,34.05,14
1,150,687,9.54,3110.0,9.22,76.47,34.05,1
2,47,258,3.81,3579.0,22.93,92.09,0.0,4
3,34,79,0.6,4525.0,19.93,83.2,1.83,13
3,34,123,1.65,1423.0,19.93,83.2,1.83,8
3,34,225,1.2,4245.0,19.93,83.2,1.83,17
3,34,969,1.39,3806.0,19.93,83.2,1.83,19
3,38,465,2.41,151.0,19.93,83.2,1.83,7
3,38,465,1.43,1741.0,19.93,83.2,1.83,10
3,53,1000,0.6,4525.0,19.67,56.34,0.0,13
3,53,1000,1.39,3806.0,19.67,56.34,0.0,19
3,90,754,0.93,4777.0,19.93,83.2,1.83,5
3,90,385,0.93,4777.0,19.93,83.2,1.83,5
3,90,385,0.53,34789.0,19.93,83.2,1.83,12
4,24,238,1.23,1684.0,10.93,78.1,15.5,14
4,23,1202,1.23,1684.0,10.93,78.1,15.5,14
4,60,1029,2.41,151.0,10.93,78.1,15.5,7
4,60,1029,1.19,214.2,10.93,78.1,15.5,9
4,60,1029,1.43,1741.0,10.93,78.1,15.5,10
4,60,1162,1.43,1741.0,9.55,64.71,0.0,10
4,143,419,0.53,34789.0,10.93,78.1,15.5,12
4,143,574,1.33,2925.0,10.93,78.1,15.5,11
4,143,574,1.23,1684.0,10.93,78.1,15.5,14
4,145,107,1.2,4245.0,10.93,78.1,15.5,17
5,7,120,3.81,3579.0,8.52,63.67,0.1,4
7,79,256,2.83,7219.0,22.46,85.88,454.83,16
7,4,196,1.33,2925.0,22.46,85.88,454.83,11
7,71,154,1.23,1684.0,22.46,85.88,454.83,14
7,71,906,1.33,2925.0,22.46,85.88,454.83,11
7,71,906,1.23,1684.0,22.46,85.88,454.83,14
7,100,1010,1.53,2272.0,22.46,85.88,454.83,0
7,100,383,1.53,2272.0,22.46,85.88,454.83,0
7,100,185,1.53,2272.0,22.46,85.88,454.83,0
7,105,443,1.33,2925.0,22.46,85.88,454.83,11
7,169,232,1.33,2925.0,22.46,85.88,454.83,11
7,169,122,0.53,34789.0,22.46,85.88,454.83,12
7,169,202,0.6,4525.0,22.46,85.88,454.83,13
7,169,794,0.53,34789.0,22.46,85.88,454.83,12
7,169,794,0.6,4525.0,22.46,85.88,454.83,13
7,169,855,0.53,34789.0,22.46,85.88,454.83,12
7,169,855,0.6,4525.0,22.46,85.88,454.83,13
8,88,943,2.83,7219.0,15.95,85.93,18.69,16
8,88,1147,2.83,7219.0,15.95,85.93,18.69,16
9,52,330,3.81,3579.0,12.25,76.89,3.1,4
10,11,71,2.41,151.0,17.82,84.82,0.0,7
10,11,176,1.53,2272.0,17.82,84.82,0.0,0
10,11,176,2.41,151.0,17.82,84.82,0.0,7
10,168,224,0.53,34789.0,0.0,0.0,0.0,12
11,45,245,3.81,3579.0,23.15,79.03,19.43,4
11,45,245,0.93,4777.0,23.15,79.03,19.43,5
11,45,572,3.81,3579.0,23.15,79.03,19.43,4
11,45,572,0.93,4777.0,23.15,79.03,19.43,5
11,45,616,3.81,3579.0,23.15,79.03,19.43,4
11,45,616,0.93,4777.0,23.15,79.03,19.43,5
11,45,898,1.19,214.2,23.15,79.03,19.43,9
11,45,904,3.81,3579.0,23.15,79.03,19.43,4
11,45,904,0.93,4777.0,23.15,79.03,19.43,5
11,45,928,0.93,4777.0,23.15,79.03,19.43,5
11,67,410,2.41,151.0,23.15,79.03,19.43,7
11,67,916,3.81,3579.0,23.15,79.03,19.43,4
11,67,943,2.41,151.0,23.15,79.03,19.43,7
11,97,627,3.81,3579.0,23.15,79.03,19.43,4
11,97,627,0.93,4777.0,23.15,79.03,19.43,5
11,97,1061,0.93,4777.0,23.15,79.03,19.43,5
11,97,1061,2.83,7219.0,23.15,79.03,19.43,16
11,97,1061,0.6,10003.0,23.15,79.03,19.43,18
12,101,327,9.54,3110.0,11.97,80.8,21.5,1
12,101,607,0.53,34789.0,11.97,80.8,21.5,12
12,101,681,9.54,3110.0,11.97,80.8,21.5,1
12,101,827,3.81,3579.0,11.97,80.8,21.5,4
12,101,827,0.6,4525.0,11.97,80.8,21.5,13
12,18,864,9.54,3110.0,11.97,80.8,21.5,1
12,18,878,0.53,34789.0,11.97,80.8,21.5,12
12,18,1223,9.54,3110.0,11.97,80.8,21.5,1
12,18,1223,0.6,4525.0,11.97,80.8,21.5,13
12,18,1224,9.54,3110.0,11.97,80.8,21.5,1
12,18,1224,0.6,4525.0,11.97,80.8,21.5,13
12,25,133,0.53,34789.0,11.97,80.8,21.5,12
12,25,133,0.6,4525.0,11.97,80.8,21.5,13
12,25,343,0.6,4525.0,11.97,80.8,21.5,13
12,85,437,9.94,4.0,11.97,80.8,21.5,15
12,85,140,1.53,15408.0,11.97,80.8,21.5,6
12,85,448,0.93,4777.0,11.97,80.8,21.5,5
12,171,692,9.54,3110.0,11.97,80.8,21.5,1
15,68,1382,9.54,3110.0,14.89,53.47,30.16,1
16,61,1358,0.6,4525.0,18.55,83.16,81.35,13
16,61,1114,0.6,4525.0,18.55,83.16,81.35,13
17,14,1192,0.53,34789.0,11.73,85.42,20.47,12
19,73,1166,2.41,151.0,27.14,79.98,134.34,7
19,73,33,2.41,151.0,27.14,79.98,134.34,7
19,73,393,2.41,151.0,27.14,79.98,134.34,7
19,73,914,2.41,151.0,27.14,79.98,134.34,7
19,73,1013,2.41,151.0,27.14,79.98,134.34,7
19,73,1277,2.41,151.0,27.14,79.98,134.34,7
20,156,1023,0.6,4525.0,20.03,80.67,0.91,13
20,30,972,9.54,3110.0,20.03,80.67,0.91,1
1,2,21,0.53,34789.0,9.22,76.47,34.05,12
1,35,10,1.43,1741.0,9.22,76.47,34.05,10
1,35,10,0.53,34789.0,9.22,76.47,34.05,12
1,35,37,1.43,1741.0,9.22,76.47,34.05,10
1,35,37,0.53,34789.0,9.22,76.47,34.05,12
1,35,57,1.43,1741.0,9.22,76.47,34.05,10
1,35,75,0.53,34789.0,9.22,76.47,34.05,12
1,35,870,1.43,1741.0,9.22,76.47,34.05,10
1,35,870,0.53,34789.0,9.22,76.47,34.05,12
1,35,1095,1.43,1741.0,9.22,76.47,34.05,10
1,35,1383,1.43,1741.0,9.22,76.47,34.05,10
1,58,1386,0.53,34789.0,9.22,76.47,34.05,12
1,86,171,1.65,1423.0,9.22,76.47,34.05,8
1,86,447,1.19,214.2,9.22,76.47,34.05,9
1,86,447,1.43,1741.0,9.22,76.47,34.05,10
1,86,1130,1.43,1741.0,17.73,78.65,63.82,10
2,5,462,1.43,1741.0,22.93,92.09,0.0,10
2,5,462,0.53,34789.0,22.93,92.09,0.0,12
2,5,462,0.6,4525.0,22.93,92.09,0.0,13
2,5,1140,0.6,4525.0,22.93,92.09,0.0,13
2,47,810,0.93,4777.0,22.93,92.09,0.0,5
2,47,810,0.53,34789.0,22.93,92.09,0.0,12
2,47,1005,0.93,4777.0,22.93,92.09,0.0,5
4,24,654,0.53,34789.0,10.93,78.1,15.5,12
4,56,342,0.53,34789.0,10.93,78.1,15.5,12
4,56,1244,0.53,34789.0,10.93,78.1,15.5,12
4,60,282,0.53,34789.0,10.93,78.1,15.5,12
4,72,97,1.23,1684.0,10.93,78.1,15.5,14
4,91,1066,2.27,24719.3,10.93,78.1,15.5,2
4,91,1142,2.27,24719.3,5.05,68.02,14.53,2
4,145,1094,1.39,3806.0,10.93,78.1,15.5,19
4,145,145,0.6,4525.0,10.93,78.1,15.5,13
4,146,1038,0.53,34789.0,10.93,78.1,15.5,12
8,130,542,1.39,3806.0,15.95,85.93,18.69,19
9,43,1117,1.19,214.2,12.25,76.89,3.1,9
10,163,1337,1.53,2272.0,20.2,88.72,0.03,0
10,20,97,0.53,34789.0,15.81,77.88,8.0,12
10,117,815,0.53,34789.0,11.16,87.8,0.0,12
10,117,815,0.6,4525.0,11.16,87.8,0.0,13
10,117,16,0.53,34789.0,11.16,87.8,0.0,12
10,117,16,0.6,4525.0,11.16,87.8,0.0,13
10,117,228,0.53,34789.0,11.16,87.8,0.0,12
10,117,483,0.53,34789.0,11.16,87.8,0.0,12
10,117,483,0.6,4525.0,11.16,87.8,0.0,13
10,117,597,0.53,34789.0,11.16,87.8,0.0,12
10,117,689,0.53,34789.0,11.16,87.8,0.0,12
10,117,689,0.6,4525.0,11.16,87.8,0.0,13
10,117,865,0.6,4525.0,11.16,87.8,0.0,13
10,117,1022,0.53,34789.0,11.16,87.8,0.0,12
10,117,1022,0.6,4525.0,11.16,87.8,0.0,13
10,117,1200,0.6,4525.0,11.16,87.8,0.0,13
10,117,1200,1.23,1684.0,11.16,87.8,0.0,14
10,117,1327,0.53,34789.0,11.16,87.8,0.0,12
10,117,1327,0.6,4525.0,11.16,87.8,0.0,13
10,152,756,0.53,34789.0,16.02,69.91,0.7,12
10,69,179,0.93,4777.0,21.8,67.4,0.01,5
10,69,179,1.2,4245.0,21.8,67.4,0.01,17
12,80,482,1.39,3806.0,11.97,80.8,21.5,19
12,85,1174,1.43,1741.0,11.97,80.8,21.5,10
16,126,487,0.53,34789.0,18.55,83.16,81.35,12
16,126,487,0.6,4525.0,18.55,83.16,81.35,13
19,114,769,1.19,214.2,23.24,82.12,163.8,9
19,114,769,1.2,4245.0,23.24,82.12,163.8,17
19,114,1212,1.2,4245.0,23.24,82.12,163.8,17
19,19,94,2.41,151.0,27.45,80.41,119.69,7
19,96,197,2.41,151.0,27.72,85.07,103.3,7
19,144,579,2.41,151.0,27.35,73.08,97.21,7
1,35,75,1.43,1741.0,9.22,76.47,34.05,10
1,82,486,0.53,34789.0,9.22,76.47,34.05,12
1,82,486,1.23,1684.0,9.22,76.47,34.05,14
1,82,56,1.23,1684.0,9.22,76.47,34.05,14
1,82,134,0.53,34789.0,9.22,76.47,34.05,12
1,82,134,0.6,4525.0,9.22,76.47,34.05,13
1,82,134,1.23,1684.0,9.22,76.47,34.05,14
1,82,231,0.6,4525.0,9.22,76.47,34.05,13
1,82,429,0.53,34789.0,9.22,76.47,34.05,12
1,82,429,0.6,4525.0,9.22,76.47,34.05,13
1,82,429,1.23,1684.0,9.22,76.47,34.05,14
1,82,434,1.23,1684.0,9.22,76.47,34.05,14
1,82,436,0.53,34789.0,9.22,76.47,34.05,12
1,82,436,1.23,1684.0,9.22,76.47,34.05,14
1,82,477,0.53,34789.0,9.22,76.47,34.05,12
1,82,477,1.23,1684.0,9.22,76.47,34.05,14
1,82,728,0.53,34789.0,9.22,76.47,34.05,12
1,82,728,1.23,1684.0,9.22,76.47,34.05,14
1,82,885,0.53,34789.0,9.22,76.47,34.05,12
1,82,930,0.53,34789.0,9.22,76.47,34.05,12
1,82,991,0.53,34789.0,9.22,76.47,34.05,12
1,82,1088,0.53,34789.0,9.22,76.47,34.05,12
1,82,1088,0.6,4525.0,9.22,76.47,34.05,13
1,82,1088,1.23,1684.0,9.22,76.47,34.05,14
1,82,1108,0.53,34789.0,9.22,76.47,34.05,12
1,82,1317,0.53,34789.0,9.22,76.47,34.05,12
1,86,171,0.6,4525.0,9.22,76.47,34.05,13
1,86,447,0.93,4777.0,9.22,76.47,34.05,5
1,86,500,0.6,4525.0,9.22,76.47,34.05,13
1,86,1388,0.53,34789.0,9.22,76.47,34.05,12
1,86,1388,0.6,4525.0,9.22,76.47,34.05,13
1,137,358,0.53,34789.0,9.22,76.47,34.05,12
1,172,1189,0.53,34789.0,9.22,76.47,34.05,12
2,0,0,0.53,34789.0,22.93,92.09,0.0,12
2,5,464,0.53,34789.0,22.93,92.09,0.0,12
2,5,839,0.6,10003.0,22.93,92.09,0.0,18
2,15,226,3.81,3579.0,22.93,92.09,0.0,4
2,15,321,0.53,34789.0,13.09,92.03,4.8,12
2,15,586,3.81,3579.0,22.93,92.09,0.0,4
2,15,1292,0.53,34789.0,22.93,92.09,0.0,12
2,15,1292,0.6,4525.0,22.93,92.09,0.0,13
2,47,44,0.53,34789.0,22.93,92.09,0.0,12
2,47,433,0.53,34789.0,22.93,92.09,0.0,12
2,47,433,0.6,4525.0,22.93,92.09,0.0,13
2,47,810,0.6,4525.0,22.93,92.09,0.0,13
2,47,1323,0.53,34789.0,22.93,92.09,0.0,12
4,24,773,0.53,34789.0,10.93,78.1,15.5,12
4,48,454,1.33,2925.0,10.93,78.1,15.5,11
4,91,644,2.27,24719.3,10.93,78.1,15.5,2
4,145,659,0.53,34789.0,10.93,78.1,15.5,12
5,128,884,0.6,4525.0,8.52,63.67,0.1,13
8,88,526,2.83,7219.0,15.95,85.93,18.69,16
8,88,1016,2.83,7219.0,15.95,85.93,18.69,16
8,88,1216,2.83,7219.0,15.95,85.93,18.69,16
8,130,1309,1.39,3806.0,15.95,85.93,18.69,19
9,52,1143,1.23,1684.0,12.25,76.89,3.1,14
9,43,1087,1.19,214.2,12.25,76.89,3.1,9
9,43,1117,2.41,151.0,12.25,76.89,3.1,7
9,43,1117,1.2,4245.0,12.25,76.89,3.1,17
9,43,1348,1.19,214.2,12.25,76.89,3.1,9
9,160,495,1.23,1684.0,12.25,76.89,3.1,14
9,160,845,1.23,1684.0,14.38,70.45,13.16,14
10,163,1302,0.93,4777.0,20.2,88.72,0.03,5
10,20,97,0.6,4525.0,15.81,77.88,8.0,13
10,20,334,1.23,1684.0,0.0,0.0,0.0,14
10,20,670,1.23,1684.0,0.0,0.0,0.0,14
10,20,1318,0.6,4525.0,0.0,0.0,0.0,13
10,44,943,1.19,214.2,21.42,83.62,1.22,9
10,152,1153,0.6,4525.0,16.02,69.91,0.7,13
10,152,752,0.53,34789.0,16.02,69.91,0.7,12
10,152,752,0.6,4525.0,16.02,69.91,0.7,13
11,45,875,1.2,4245.0,23.15,79.03,19.43,17
11,67,539,1.23,1684.0,23.15,79.03,19.43,14
12,31,1121,2.83,7219.0,11.97,80.8,21.5,16
12,31,200,1.2,4245.0,11.97,80.8,21.5,17
12,31,536,2.83,7219.0,11.97,80.8,21.5,16
12,31,679,2.83,7219.0,11.97,80.8,21.5,16
12,31,976,2.83,7219.0,11.97,80.8,21.5,16
12,31,1085,1.2,4245.0,11.97,80.8,21.5,17
12,31,1397,2.83,7219.0,11.97,80.8,21.5,16
12,85,1174,2.83,7219.0,11.97,80.8,21.5,16
12,171,692,0.6,4525.0,11.97,80.8,21.5,13
13,109,1103,1.19,214.2,27.45,80.41,119.69,9
14,104,693,1.19,214.2,23.1,91.6,147.8,9
16,126,1269,1.23,1684.0,18.55,83.16,81.35,14
16,61,1358,0.53,34789.0,18.55,83.16,81.35,12
16,61,1127,0.53,34789.0,18.55,83.16,81.35,12
16,61,1127,0.6,4525.0,18.55,83.16,81.35,13
16,61,1127,1.39,3806.0,18.55,83.16,81.35,19
16,118,847,1.19,214.2,18.55,83.16,81.35,9
17,14,820,9.54,3110.0,11.73,85.42,20.47,1
17,123,67,1.19,214.2,11.73,85.42,20.47,9
22,57,545,1.19,214.2,26.64,87.93,363.15,9
22,57,545,1.2,4245.0,26.64,87.93,363.15,17
1,9,262,0.53,34789.0,9.22,76.47,34.05,12
1,9,746,0.53,34789.0,9.22,76.47,34.05,12
1,9,1078,0.6,4525.0,9.22,76.47,34.05,13
1,21,264,0.53,34789.0,9.22,76.47,34.05,12
1,21,63,0.53,34789.0,9.22,76.47,34.05,12
1,21,129,0.6,4525.0,9.22,76.47,34.05,13
1,21,499,0.53,34789.0,9.22,76.47,34.05,12
1,21,835,0.53,34789.0,9.22,76.47,34.05,12
1,21,1099,0.53,34789.0,9.22,76.47,34.05,12
1,21,1099,0.6,4525.0,9.22,76.47,34.05,13
1,58,6,0.53,34789.0,9.22,76.47,34.05,12
1,58,378,0.53,34789.0,9.22,76.47,34.05,12
1,58,610,0.53,34789.0,9.22,76.47,34.05,12
1,58,1355,0.53,34789.0,9.22,76.47,34.05,12
1,82,930,1.23,1684.0,9.22,76.47,34.05,14
1,82,1108,1.23,1684.0,9.22,76.47,34.05,14
1,82,1317,0.6,4525.0,9.22,76.47,34.05,13
1,86,1388,2.41,151.0,9.22,76.47,34.05,7
1,116,1104,0.53,34789.0,9.22,76.47,34.05,12
1,172,730,0.53,34789.0,9.22,76.47,34.05,12
2,15,678,0.53,34789.0,22.93,92.09,0.0,12
2,15,1070,3.81,3579.0,22.93,92.09,0.0,4
2,47,1005,0.53,34789.0,22.93,92.09,0.0,12
2,47,1005,0.6,4525.0,22.93,92.09,0.0,13
3,90,951,0.93,4777.0,19.93,83.2,1.83,5
4,24,773,0.6,4525.0,10.93,78.1,15.5,13
4,72,445,0.6,4525.0,10.93,78.1,15.5,13
4,142,1229,0.53,34789.0,10.93,78.1,15.5,12
4,143,888,1.23,1684.0,10.93,78.1,15.5,14
4,143,220,0.53,34789.0,10.93,78.1,15.5,12
4,143,220,0.6,4525.0,10.93,78.1,15.5,13
4,143,527,9.54,3110.0,10.93,78.1,15.5,1
4,143,574,9.54,3110.0,10.93,78.1,15.5,1
4,145,107,0.53,34789.0,10.93,78.1,15.5,12
4,145,107,0.6,4525.0,10.93,78.1,15.5,13
7,4,1116,0.53,34789.0,22.46,85.88,454.83,12
7,4,1116,1.23,1684.0,22.46,85.88,454.83,14
7,63,297,0.53,34789.0,22.46,85.88,454.83,12
7,63,832,0.53,34789.0,22.46,85.88,454.83,12
7,63,1364,0.53,34789.0,22.46,85.88,454.83,12
7,74,760,1.19,214.2,22.46,85.88,454.83,9
7,100,684,1.19,214.2,22.46,85.88,454.83,9
7,100,185,1.19,214.2,22.46,85.88,454.83,9
7,105,443,0.53,34789.0,22.46,85.88,454.83,12
7,105,443,0.6,4525.0,22.46,85.88,454.83,13
7,133,316,1.19,214.2,22.46,85.88,454.83,9
8,88,526,1.39,3806.0,15.95,85.93,18.69,19
8,46,1238,1.39,3806.0,15.95,85.93,18.69,19
8,130,863,1.19,214.2,15.95,85.93,18.69,9
9,78,1159,0.53,34789.0,12.25,76.89,3.1,12
9,52,49,0.53,34789.0,12.25,76.89,3.1,12
9,52,49,0.6,4525.0,12.25,76.89,3.1,13
9,52,49,1.23,1684.0,12.25,76.89,3.1,14
9,52,1143,1.65,1423.0,12.25,76.89,3.1,8
9,43,1348,2.41,151.0,12.25,76.89,3.1,7
10,163,1197,1.53,2272.0,20.2,88.72,0.03,0
10,20,97,1.23,1684.0,15.81,77.88,8.0,14
10,44,821,0.93,4777.0,21.42,83.62,1.22,5
10,152,1153,3.81,3579.0,16.02,69.91,0.7,4
10,152,756,0.6,4525.0,16.02,69.91,0.7,13
10,69,727,0.53,34789.0,21.8,67.4,0.01,12
11,67,539,0.6,4525.0,23.15,79.03,19.43,13
12,31,1121,1.53,2272.0,11.97,80.8,21.5,0
12,31,822,2.83,7219.0,11.97,80.8,21.5,16
12,31,976,1.39,3806.0,11.97,80.8,21.5,19
12,85,236,2.41,151.0,11.97,80.8,21.5,7
12,85,502,1.39,3806.0,11.97,80.8,21.5,19
12,85,1174,1.53,2272.0,11.97,80.8,21.5,0
12,85,1333,1.39,3806.0,11.97,80.8,21.5,19
16,61,1358,0.6,10003.0,18.55,83.16,81.35,18
16,118,847,1.2,4245.0,18.55,83.16,81.35,17
16,118,1340,1.19,214.2,18.55,83.16,81.35,9
19,144,523,1.19,214.2,27.35,73.08,97.21,9
1,86,171,1.43,1741.0,9.22,76.47,34.05,10
1,150,687,0.53,34789.0,9.22,76.47,34.05,12
1,150,789,2.83,7219.0,9.22,76.47,34.05,16
3,10,923,3.81,3579.0,19.93,83.2,1.83,4
4,24,1067,0.53,34789.0,18.16,64.61,0.0,12
4,41,742,0.53,34789.0,10.93,78.1,15.5,12
4,41,742,0.6,4525.0,10.93,78.1,15.5,13
4,41,816,1.23,1684.0,10.93,78.1,15.5,14
4,41,1213,0.53,34789.0,10.93,78.1,15.5,12
4,41,1213,0.6,4525.0,10.93,78.1,15.5,13
5,7,41,3.81,3579.0,8.52,63.67,0.1,4
5,94,518,1.23,1684.0,8.52,63.67,0.1,14
5,94,796,1.23,1684.0,8.52,63.67,0.1,14
5,128,217,0.6,4525.0,8.52,63.67,0.1,13
5,128,590,1.19,214.2,8.52,63.67,0.1,9
7,4,1116,0.6,4525.0,22.46,85.88,454.83,13
7,63,722,0.53,34789.0,22.46,85.88,454.83,12
7,63,1196,0.6,4525.0,22.46,85.88,454.83,13
7,71,154,0.53,34789.0,22.46,85.88,454.83,12
7,121,860,1.33,2925.0,22.46,85.88,454.83,11
9,78,1159,0.6,4525.0,12.25,76.89,3.1,13
9,78,1159,1.23,1684.0,12.25,76.89,3.1,14
9,52,1143,3.81,3579.0,12.25,76.89,3.1,4
10,127,877,0.6,4525.0,0.0,0.0,0.0,13
11,45,277,2.41,151.0,23.15,79.03,19.43,7
12,101,165,2.41,151.0,11.97,80.8,21.5,7
12,31,822,1.53,2272.0,11.97,80.8,21.5,0
12,31,1032,0.93,4777.0,11.97,80.8,21.5,5
12,85,140,0.53,34789.0,11.97,80.8,21.5,12
12,85,1333,3.81,3579.0,11.97,80.8,21.5,4
12,85,1333,2.83,7219.0,11.97,80.8,21.5,16
14,104,693,0.93,4777.0,23.1,91.6,147.8,5
16,61,206,0.53,34789.0,18.55,83.16,81.35,12
16,61,1250,0.53,34789.0,18.55,83.16,81.35,12
19,114,769,2.41,151.0,23.24,82.12,163.8,7
19,114,563,1.2,4245.0,23.24,82.12,163.8,17
19,144,593,1.19,214.2,27.35,73.08,97.21,9
19,162,1286,1.19,214.2,26.3,82.89,219.25,9
19,162,792,1.19,214.2,26.3,82.89,219.25,9
19,162,1188,1.2,4245.0,26.3,82.89,219.25,17
21,164,1307,1.53,2272.0,25.19,85.21,1.1,0
22,57,545,1.39,3806.0,26.64,87.93,363.15,19
1,172,990,0.6,4525.0,9.22,76.47,34.05,13
4,41,354,0.53,34789.0,10.93,78.1,15.5,12
4,41,354,0.6,4525.0,10.93,78.1,15.5,13
4,143,577,1.33,2925.0,10.93,78.1,15.5,11
5,128,217,0.53,34789.0,8.52,63.67,0.1,12
5,128,590,2.41,151.0,8.52,63.67,0.1,7
7,4,430,1.33,2925.0,22.46,85.88,454.83,11
7,63,985,0.6,4525.0,22.46,85.88,454.83,13
7,63,1196,0.53,34789.0,22.46,85.88,454.83,12
10,20,1318,1.23,1684.0,0.0,0.0,0.0,14
10,69,677,0.53,34789.0,21.8,67.4,0.01,12
11,45,277,1.2,4245.0,23.15,79.03,19.43,17
12,85,1333,0.6,4525.0,11.97,80.8,21.5,13
17,113,214,1.2,4245.0,11.73,85.42,20.47,17
17,155,632,1.19,214.2,11.73,85.42,20.47,9
19,114,146,2.41,151.0,23.24,82.12,163.8,7
19,114,423,1.19,214.2,23.24,82.12,163.8,9
19,114,1212,2.41,151.0,23.24,82.12,163.8,7
19,96,100,2.41,151.0,27.72,85.07,103.3,7
19,96,100,1.19,214.2,27.72,85.07,103.3,9
19,144,523,1.2,4245.0,27.35,73.08,97.21,17
19,162,924,1.19,214.2,26.3,82.89,219.25,9
19,162,1188,1.19,214.2,26.3,82.89,219.25,9
19,162,1315,1.19,214.2,26.3,82.89,219.25,9
21,164,859,0.93,4777.0,25.19,85.21,1.1,5
1,58,610,1.19,214.2,9.22,76.47,34.05,9
1,86,735,0.6,4525.0,9.22,76.47,34.05,13
1,116,314,0.53,34789.0,9.22,76.47,34.05,12
1,150,687,0.6,4525.0,9.22,76.47,34.05,13
