DEPARTAMENTO,PROVINICA,DISTRITO,Precio Promedio,Volumen Promedio,Temperatura,Humedad,Precipitación,Cultivo
18,16,1024,1.65,1423.0,9.82,63.89,59.4,8
18,16,1024,1.33,2925.0,9.82,63.89,59.4,11
18,16,1061,1.33,2925.0,9.82,63.89,59.4,11
18,16,1154,1.33,2925.0,9.82,63.89,59.4,11
18,33,691,1.23,1684.0,9.82,63.89,59.4,14
18,33,22,1.23,1684.0,9.82,63.89,59.4,14
18,33,303,0.93,4777.0,9.82,63.89,59.4,5
18,33,362,1.65,1423.0,9.82,63.89,59.4,8
18,33,362,1.43,1741.0,9.82,63.89,59.4,10
18,33,362,1.33,2925.0,9.82,63.89,59.4,11
18,33,1326,1.65,1423.0,9.82,63.89,59.4,8
18,49,583,3.3,2024.0,9.82,63.89,59.4,3
18,49,583,1.53,15408.0,9.82,63.89,59.4,6
18,49,583,1.65,1423.0,9.82,63.89,59.4,8
18,49,386,1.65,1423.0,9.82,63.89,59.4,8
18,49,444,1.65,1423.0,9.82,63.89,59.4,8
18,49,588,1.65,1423.0,9.82,63.89,59.4,8
18,49,929,3.3,2024.0,9.82,63.89,59.4,3
18,49,929,1.65,1423.0,9.82,63.89,59.4,8
18,49,1395,3.3,2024.0,9.82,63.89,59.4,3
18,49,1395,1.65,1423.0,9.82,63.89,59.4,8
18,49,1395,1.43,1741.0,9.82,63.89,59.4,10
18,64,533,1.33,2925.0,9.82,63.89,59.4,11
18,76,459,1.65,1423.0,9.82,63.89,59.4,8
18,76,459,1.33,2925.0,9.82,63.89,59.4,11
18,76,501,1.65,1423.0,9.82,63.89,59.4,8
18,76,501,1.33,2925.0,9.82,63.89,59.4,11
18,76,540,1.65,1423.0,9.82,63.89,59.4,8
18,76,540,1.33,2925.0,9.82,63.89,59.4,11
18,76,954,3.3,2024.0,9.82,63.89,59.4,3
18,76,954,1.65,1423.0,9.82,63.89,59.4,8
18,76,954,1.33,2925.0,9.82,63.89,59.4,11
18,76,1251,3.3,2024.0,9.82,63.89,59.4,3
18,76,1251,1.65,1423.0,9.82,63.89,59.4,8
18,76,1251,1.43,1741.0,9.82,63.89,59.4,10
18,76,1251,1.33,2925.0,9.82,63.89,59.4,11
18,111,59,1.33,2925.0,9.82,63.89,59.4,11
18,111,369,1.33,2925.0,9.82,63.89,59.4,11
18,111,1142,1.33,2925.0,9.82,63.89,59.4,11
18,112,749,1.53,15408.0,9.82,63.89,59.4,6
18,112,749,1.65,1423.0,9.82,63.89,59.4,8
18,112,749,1.43,1741.0,9.82,63.89,59.4,10
18,112,339,3.3,2024.0,9.82,63.89,59.4,3
18,112,339,1.43,1741.0,9.82,63.89,59.4,10
18,112,519,1.65,1423.0,9.82,63.89,59.4,8
18,112,519,1.33,2925.0,9.82,63.89,59.4,11
18,112,1273,1.43,1741.0,9.82,63.89,59.4,10
18,141,1198,1.65,1423.0,9.82,63.89,59.4,8
18,147,584,1.33,2925.0,9.82,63.89,59.4,11
18,147,112,1.33,2925.0,9.82,63.89,59.4,11
18,147,115,1.33,2925.0,9.82,63.89,59.4,11
18,147,166,1.33,2925.0,9.82,63.89,59.4,11
18,149,968,3.3,2024.0,9.82,63.89,59.4,3
18,149,1083,0.93,4777.0,9.82,63.89,59.4,5
18,149,1083,2.41,151.0,9.82,63.89,59.4,7
18,149,1083,1.19,214.2,9.82,63.89,59.4,9
18,149,1083,1.43,1741.0,9.82,63.89,59.4,10
18,149,1083,1.2,4245.0,9.82,63.89,59.4,17
18,149,1360,0.93,4777.0,9.82,63.89,59.4,5
18,149,1360,2.41,151.0,9.82,63.89,59.4,7
18,149,1360,1.43,1741.0,9.82,63.89,59.4,10
18,149,1360,1.2,4245.0,9.82,63.89,59.4,17
18,149,30,2.41,151.0,9.82,63.89,59.4,7
18,149,30,1.19,214.2,9.82,63.89,59.4,9
18,149,30,1.43,1741.0,9.82,63.89,59.4,10
18,149,30,1.2,4245.0,9.82,63.89,59.4,17
18,149,1115,0.93,4777.0,9.82,63.89,59.4,5
18,149,1115,2.41,151.0,9.82,63.89,59.4,7
18,149,1115,1.19,214.2,9.82,63.89,59.4,9
18,149,1115,1.43,1741.0,9.82,63.89,59.4,10
18,149,1115,1.2,4245.0,9.82,63.89,59.4,17
18,173,1385,3.3,2024.0,9.82,63.89,59.4,3
18,173,1385,1.43,1741.0,9.82,63.89,59.4,10
18,173,1385,1.33,2925.0,9.82,63.89,59.4,11
18,173,40,3.3,2024.0,9.82,63.89,59.4,3
18,173,40,1.43,1741.0,9.82,63.89,59.4,10
18,173,345,3.3,2024.0,9.82,63.89,59.4,3
18,173,345,1.33,2925.0,9.82,63.89,59.4,11
18,173,380,3.3,2024.0,9.82,63.89,59.4,3
18,173,380,1.65,1423.0,9.82,63.89,59.4,8
18,173,804,3.3,2024.0,9.82,63.89,59.4,3
18,173,1278,3.3,2024.0,9.82,63.89,59.4,3
18,173,1278,1.43,1741.0,9.82,63.89,59.4,10
18,173,1320,1.43,1741.0,9.82,63.89,59.4,10
1,81,542,1.23,1684.0,9.22,76.47,34.05,14
1,81,557,1.33,2925.0,9.22,76.47,34.05,11
1,21,157,1.23,1684.0,9.22,76.47,34.05,14
1,58,6,0.6,4525.0,9.22,76.47,34.05,13
1,58,6,1.23,1684.0,9.22,76.47,34.05,14
1,58,378,0.6,4525.0,9.22,76.47,34.05,13
1,58,378,1.23,1684.0,9.22,76.47,34.05,14
2,15,161,3.81,3579.0,22.93,92.09,0.0,4
2,15,161,0.6,10003.0,22.93,92.09,0.0,18
2,15,1211,3.3,2024.0,22.93,92.09,0.0,3
2,15,1211,3.81,3579.0,22.93,92.09,0.0,4
3,10,962,1.53,15408.0,19.93,83.2,1.83,6
3,10,1369,1.53,15408.0,19.93,83.2,1.83,6
3,34,80,1.19,214.2,19.93,83.2,1.83,9
3,34,213,2.41,151.0,19.93,83.2,1.83,7
3,34,479,0.93,4777.0,19.93,83.2,1.83,5
3,40,666,1.33,2925.0,19.93,83.2,1.83,11
3,40,1247,3.81,3579.0,19.93,83.2,1.83,4
3,53,243,1.39,3806.0,19.93,83.2,1.83,19
3,95,24,1.39,3806.0,19.93,83.2,1.83,19
3,95,229,2.41,151.0,19.93,83.2,1.83,7
3,95,517,1.33,2925.0,19.93,83.2,1.83,11
3,95,855,2.41,151.0,19.93,83.2,1.83,7
3,95,855,1.33,2925.0,19.93,83.2,1.83,11
3,95,957,1.33,2925.0,19.93,83.2,1.83,11
3,95,959,2.41,151.0,19.93,83.2,1.83,7
3,95,1260,2.41,151.0,19.93,83.2,1.83,7
3,95,1289,1.33,2925.0,19.93,83.2,1.83,11
3,95,1294,2.41,151.0,19.93,83.2,1.83,7
4,72,287,1.65,1423.0,10.93,78.1,15.5,8
4,143,527,0.6,4525.0,10.93,78.1,15.5,13
5,7,257,1.33,2925.0,8.52,63.67,0.1,11
5,7,650,1.33,2925.0,8.52,63.67,0.1,11
5,26,360,3.3,2024.0,8.52,63.67,0.1,3
5,29,234,1.53,15408.0,8.52,63.67,0.1,6
5,29,328,1.53,15408.0,8.52,63.67,0.1,6
5,29,328,0.6,10003.0,8.52,63.67,0.1,18
5,29,917,1.53,15408.0,8.52,63.67,0.1,6
5,166,803,2.41,151.0,8.52,63.67,0.1,7
5,166,803,0.6,4525.0,8.52,63.67,0.1,13
7,99,967,1.33,2925.0,22.46,85.88,454.83,11
7,99,1006,3.3,2024.0,22.46,85.88,454.83,3
8,46,254,1.2,4245.0,15.95,85.93,18.69,17
8,46,943,1.2,4245.0,15.95,85.93,18.69,17
9,78,401,1.33,2925.0,12.25,76.89,3.1,11
9,52,49,0.6,10003.0,12.25,76.89,3.1,18
9,52,726,1.19,214.2,12.25,76.89,3.1,9
9,52,812,1.33,2925.0,12.25,76.89,3.1,11
9,170,503,1.65,1423.0,12.25,76.89,3.1,8
10,163,1017,1.53,2272.0,20.2,88.72,0.03,0
10,152,752,1.33,2925.0,16.02,69.91,0.7,11
12,101,78,2.83,7219.0,11.97,80.8,21.5,16
12,84,492,0.6,4525.0,11.97,80.8,21.5,13
12,84,1111,0.6,4525.0,11.97,80.8,21.5,13
12,84,1148,0.6,4525.0,11.97,80.8,21.5,13
12,84,1148,1.23,1684.0,11.97,80.8,21.5,14
12,171,1376,0.53,34789.0,11.97,80.8,21.5,12
12,171,1376,0.6,4525.0,11.97,80.8,21.5,13
12,171,87,0.6,4525.0,11.97,80.8,21.5,13
12,171,121,0.6,4525.0,11.97,80.8,21.5,13
12,171,323,0.6,4525.0,11.97,80.8,21.5,13
12,171,426,1.33,2925.0,11.97,80.8,21.5,11
12,171,469,0.53,34789.0,11.97,80.8,21.5,12
12,171,636,1.65,1423.0,11.97,80.8,21.5,8
12,171,636,1.33,2925.0,11.97,80.8,21.5,11
12,171,1060,1.33,2925.0,11.97,80.8,21.5,11
14,158,618,0.93,4777.0,25.6,91.45,112.6,5
15,68,808,2.41,151.0,14.89,53.47,30.16,7
15,68,529,1.43,1741.0,14.89,53.47,30.16,10
15,89,389,2.83,7219.0,14.89,53.47,30.16,16
15,89,837,1.19,214.2,14.89,53.47,30.16,9
16,61,1358,9.54,3110.0,18.55,83.16,81.35,1
16,61,1358,1.53,15408.0,18.55,83.16,81.35,6
16,61,1114,1.39,3806.0,18.55,83.16,81.35,19
17,131,615,2.83,7219.0,11.73,85.42,20.47,16
17,123,67,9.94,4.0,11.73,85.42,20.47,15
18,134,36,1.33,2925.0,9.82,63.89,59.4,11
18,134,882,1.53,15408.0,9.82,63.89,59.4,6
18,134,892,1.65,1423.0,9.82,63.89,59.4,8
18,134,892,1.33,2925.0,9.82,63.89,59.4,11
18,134,1284,1.65,1423.0,9.82,63.89,59.4,8
18,134,1284,1.33,2925.0,9.82,63.89,59.4,11
18,134,1341,1.65,1423.0,9.82,63.89,59.4,8
18,134,1341,1.33,2925.0,9.82,63.89,59.4,11
18,16,91,3.3,2024.0,9.82,63.89,59.4,3
18,16,91,1.65,1423.0,9.82,63.89,59.4,8
18,16,66,3.3,2024.0,9.82,63.89,59.4,3
18,16,66,1.43,1741.0,9.82,63.89,59.4,10
18,16,73,3.3,2024.0,9.82,63.89,59.4,3
18,16,73,1.65,1423.0,9.82,63.89,59.4,8
18,16,290,3.3,2024.0,9.82,63.89,59.4,3
18,16,290,1.53,15408.0,9.82,63.89,59.4,6
18,16,290,1.43,1741.0,9.82,63.89,59.4,10
18,16,290,1.33,2925.0,9.82,63.89,59.4,11
18,16,570,1.65,1423.0,9.82,63.89,59.4,8
18,16,1031,1.65,1423.0,9.82,63.89,59.4,8
18,16,1061,1.65,1423.0,9.82,63.89,59.4,8
18,16,1079,1.65,1423.0,9.82,63.89,59.4,8
18,16,1154,3.3,2024.0,9.82,63.89,59.4,3
18,16,1154,1.65,1423.0,9.82,63.89,59.4,8
18,16,1285,1.65,1423.0,9.82,63.89,59.4,8
18,33,303,1.53,15408.0,9.82,63.89,59.4,6
18,49,386,3.3,2024.0,9.82,63.89,59.4,3
18,64,533,1.53,15408.0,9.82,63.89,59.4,6
18,64,901,3.3,2024.0,9.82,63.89,59.4,3
18,64,901,1.53,15408.0,9.82,63.89,59.4,6
18,64,901,1.33,2925.0,9.82,63.89,59.4,11
18,76,954,1.43,1741.0,9.82,63.89,59.4,10
18,98,114,1.53,15408.0,9.82,63.89,59.4,6
18,98,939,1.65,1423.0,9.82,63.89,59.4,8
18,98,939,1.33,2925.0,9.82,63.89,59.4,11
18,111,89,1.33,2925.0,9.82,63.89,59.4,11
18,111,369,1.65,1423.0,9.82,63.89,59.4,8
18,111,656,1.65,1423.0,9.82,63.89,59.4,8
18,111,656,1.33,2925.0,9.82,63.89,59.4,11
18,111,686,1.65,1423.0,9.82,63.89,59.4,8
18,111,686,1.33,2925.0,9.82,63.89,59.4,11
18,111,793,1.65,1423.0,9.82,63.89,59.4,8
18,111,793,1.33,2925.0,9.82,63.89,59.4,11
18,111,814,1.65,1423.0,9.82,63.89,59.4,8
18,111,814,1.33,2925.0,9.82,63.89,59.4,11
18,111,1142,1.65,1423.0,9.82,63.89,59.4,8
18,112,1273,3.3,2024.0,9.82,63.89,59.4,3
18,147,584,1.65,1423.0,9.82,63.89,59.4,8
18,147,112,1.65,1423.0,9.82,63.89,59.4,8
18,147,166,3.3,2024.0,9.82,63.89,59.4,3
18,147,166,1.65,1423.0,9.82,63.89,59.4,8
18,149,1123,1.19,214.2,9.82,63.89,59.4,9
18,173,345,1.43,1741.0,9.82,63.89,59.4,10
18,173,804,1.43,1741.0,9.82,63.89,59.4,10
18,173,1320,3.3,2024.0,9.82,63.89,59.4,3
20,156,1232,1.53,2272.0,20.03,80.67,0.91,0
20,159,284,1.53,2272.0,20.03,80.67,0.91,0
22,122,840,0.93,4777.0,26.64,87.93,363.15,5
1,12,205,1.33,2925.0,9.22,76.47,34.05,11
1,12,9,1.33,2925.0,9.22,76.47,34.05,11
1,21,61,2.41,151.0,9.22,76.47,34.05,7
1,21,325,0.53,34789.0,9.22,76.47,34.05,12
1,21,325,0.6,4525.0,9.22,76.47,34.05,13
1,21,510,1.39,3806.0,9.22,76.47,34.05,19
1,36,1085,1.23,1684.0,9.22,76.47,34.05,14
1,36,1102,0.6,4525.0,9.22,76.47,34.05,13
1,36,1102,1.23,1684.0,9.22,76.47,34.05,14
1,107,402,0.53,34789.0,9.22,76.47,34.05,12
1,116,173,0.6,4525.0,9.22,76.47,34.05,13
1,132,512,1.33,2925.0,9.22,76.47,34.05,11
1,132,872,0.6,4525.0,9.22,76.47,34.05,13
1,132,981,1.33,2925.0,9.22,76.47,34.05,11
1,150,117,1.39,3806.0,9.22,76.47,34.05,19
1,150,687,1.53,15408.0,9.22,76.47,34.05,6
1,150,779,2.41,151.0,9.22,76.47,34.05,7
1,172,730,1.43,1741.0,9.22,76.47,34.05,10
2,0,372,1.39,3806.0,22.93,92.09,0.0,19
2,0,895,1.2,4245.0,22.93,92.09,0.0,17
2,15,161,1.53,15408.0,22.93,92.09,0.0,6
2,15,170,1.33,2925.0,22.93,92.09,0.0,11
2,47,313,1.39,3806.0,22.93,92.09,0.0,19
2,47,1323,1.39,3806.0,22.93,92.09,0.0,19
3,10,227,1.39,3806.0,19.93,83.2,1.83,19
3,10,602,1.39,3806.0,19.93,83.2,1.83,19
3,10,962,1.43,1741.0,19.93,83.2,1.83,10
3,10,1012,1.43,1741.0,19.93,83.2,1.83,10
3,10,1012,1.39,3806.0,19.93,83.2,1.83,19
3,10,1080,3.81,3579.0,19.93,83.2,1.83,4
3,10,1080,0.6,4525.0,19.93,83.2,1.83,13
3,10,1204,1.43,1741.0,19.93,83.2,1.83,10
3,10,1359,1.43,1741.0,19.93,83.2,1.83,10
3,10,573,0.53,34789.0,19.93,83.2,1.83,12
3,34,169,1.43,1741.0,19.93,83.2,1.83,10
3,34,79,1.2,4245.0,19.93,83.2,1.83,17
3,34,969,1.65,1423.0,19.93,83.2,1.83,8
3,38,270,3.81,3579.0,19.93,83.2,1.83,4
3,38,270,1.43,1741.0,19.93,83.2,1.83,10
3,38,854,1.39,3806.0,19.93,83.2,1.83,19
3,38,1283,1.39,3806.0,19.93,83.2,1.83,19
3,40,5,9.54,3110.0,19.93,83.2,1.83,1
3,40,113,1.65,1423.0,19.93,83.2,1.83,8
3,40,113,1.43,1741.0,19.93,83.2,1.83,10
3,40,1247,1.43,1741.0,19.93,83.2,1.83,10
3,40,1366,9.54,3110.0,19.93,83.2,1.83,1
3,40,1366,1.43,1741.0,19.93,83.2,1.83,10
3,53,295,1.65,1423.0,19.93,83.2,1.83,8
3,53,51,1.65,1423.0,19.93,83.2,1.83,8
3,53,547,1.43,1741.0,19.93,83.2,1.83,10
3,90,307,1.53,2272.0,19.93,83.2,1.83,0
3,95,357,1.65,1423.0,19.93,83.2,1.83,8
3,95,357,1.39,3806.0,19.93,83.2,1.83,19
3,95,517,1.39,3806.0,19.93,83.2,1.83,19
3,95,1289,1.39,3806.0,19.93,83.2,1.83,19
4,41,199,1.33,2925.0,10.93,78.1,15.5,11
4,41,497,1.2,4245.0,10.93,78.1,15.5,17
4,41,568,0.6,4525.0,10.93,78.1,15.5,13
4,41,571,1.33,2925.0,10.93,78.1,15.5,11
4,41,816,1.33,2925.0,10.93,78.1,15.5,11
4,41,1218,1.33,2925.0,10.93,78.1,15.5,11
4,56,1244,0.93,4777.0,10.93,78.1,15.5,5
4,56,1244,1.19,214.2,10.93,78.1,15.5,9
4,145,774,1.2,4245.0,10.93,78.1,15.5,17
4,151,1377,1.33,2925.0,10.93,78.1,15.5,11
5,7,57,1.43,1741.0,8.52,63.67,0.1,10
5,7,41,1.43,1741.0,8.52,63.67,0.1,10
5,7,120,1.43,1741.0,8.52,63.67,0.1,10
5,7,257,1.43,1741.0,8.52,63.67,0.1,10
5,7,493,1.43,1741.0,8.52,63.67,0.1,10
5,7,493,1.33,2925.0,8.52,63.67,0.1,11
5,7,941,1.43,1741.0,8.52,63.67,0.1,10
5,7,1398,1.43,1741.0,8.52,63.67,0.1,10
5,26,139,3.81,3579.0,8.52,63.67,0.1,4
5,26,139,0.53,34789.0,8.52,63.67,0.1,12
5,26,139,0.6,4525.0,8.52,63.67,0.1,13
5,26,360,0.53,34789.0,8.52,63.67,0.1,12
5,26,360,0.6,4525.0,8.52,63.67,0.1,13
5,26,626,3.81,3579.0,8.52,63.67,0.1,4
5,26,626,0.6,4525.0,8.52,63.67,0.1,13
5,26,910,3.81,3579.0,8.52,63.67,0.1,4
5,26,1254,3.81,3579.0,8.52,63.67,0.1,4
5,28,634,1.65,1423.0,8.52,63.67,0.1,8
5,94,387,1.43,1741.0,8.52,63.67,0.1,10
5,94,387,2.83,7219.0,8.52,63.67,0.1,16
5,94,518,1.43,1741.0,8.52,63.67,0.1,10
5,94,796,1.43,1741.0,8.52,63.67,0.1,10
5,94,1146,2.41,151.0,8.52,63.67,0.1,7
5,94,1146,1.43,1741.0,8.52,63.67,0.1,10
5,94,1146,1.2,4245.0,8.52,63.67,0.1,17
5,166,690,1.19,214.2,8.52,63.67,0.1,9
5,166,690,1.43,1741.0,8.52,63.67,0.1,10
5,166,690,1.2,4245.0,8.52,63.67,0.1,17
5,166,690,1.39,3806.0,8.52,63.67,0.1,19
5,166,803,1.43,1741.0,8.52,63.67,0.1,10
5,166,803,1.33,2925.0,8.52,63.67,0.1,11
5,166,803,1.23,1684.0,8.52,63.67,0.1,14
5,166,1381,1.43,1741.0,8.52,63.67,0.1,10
7,63,985,3.81,3579.0,22.46,85.88,454.83,4
7,105,443,1.2,4245.0,22.46,85.88,454.83,17
7,99,565,0.53,34789.0,22.46,85.88,454.83,12
7,99,565,0.6,4525.0,22.46,85.88,454.83,13
7,99,101,1.33,2925.0,22.46,85.88,454.83,11
7,99,567,1.33,2925.0,22.46,85.88,454.83,11
7,99,567,0.53,34789.0,22.46,85.88,454.83,12
7,99,567,0.6,4525.0,22.46,85.88,454.83,13
7,99,1006,0.53,34789.0,22.46,85.88,454.83,12
7,169,232,1.43,1741.0,22.46,85.88,454.83,10
7,169,293,1.65,1423.0,22.46,85.88,454.83,8
7,169,553,1.65,1423.0,22.46,85.88,454.83,8
7,169,794,1.43,1741.0,22.46,85.88,454.83,10
7,169,855,1.43,1741.0,22.46,85.88,454.83,10
8,125,1130,9.94,4.0,15.95,85.93,18.69,15
9,78,900,3.3,2024.0,12.25,76.89,3.1,3
9,52,812,3.81,3579.0,12.25,76.89,3.1,4
9,43,1348,1.39,3806.0,12.25,76.89,3.1,19
9,160,1256,1.43,1741.0,12.25,76.89,3.1,10
9,160,615,1.43,1741.0,12.25,76.89,3.1,10
9,160,845,1.43,1741.0,14.38,70.45,13.16,10
9,160,846,1.43,1741.0,12.25,76.89,3.1,10
10,127,877,1.23,1684.0,0.0,0.0,0.0,14
10,152,1153,0.6,10003.0,16.02,69.91,0.7,18
10,69,179,1.53,2272.0,21.8,67.4,0.01,0
11,45,616,2.83,7219.0,23.15,79.03,19.43,16
11,45,1304,1.19,214.2,23.15,79.03,19.43,9
11,67,539,0.93,4777.0,23.15,79.03,19.43,5
12,101,327,1.53,15408.0,11.97,80.8,21.5,6
12,18,864,2.41,151.0,11.97,80.8,21.5,7
12,32,64,0.53,34789.0,11.97,80.8,21.5,12
12,32,1144,1.23,1684.0,11.97,80.8,21.5,14
12,31,305,1.2,4245.0,11.97,80.8,21.5,17
12,31,698,1.2,4245.0,11.97,80.8,21.5,17
12,31,822,1.2,4245.0,11.97,80.8,21.5,17
12,31,1032,1.53,15408.0,11.97,80.8,21.5,6
12,84,492,0.53,34789.0,11.97,80.8,21.5,12
12,84,633,1.23,1684.0,11.97,80.8,21.5,14
12,84,1081,0.53,34789.0,11.97,80.8,21.5,12
12,84,1081,0.6,4525.0,11.97,80.8,21.5,13
12,84,1084,0.53,34789.0,11.97,80.8,21.5,12
12,84,1084,0.6,4525.0,11.97,80.8,21.5,13
12,84,1111,0.53,34789.0,11.97,80.8,21.5,12
12,84,1124,0.53,34789.0,11.97,80.8,21.5,12
12,84,1124,0.6,4525.0,11.97,80.8,21.5,13
12,84,1148,0.53,34789.0,11.97,80.8,21.5,12
12,85,1137,1.23,1684.0,11.97,80.8,21.5,14
12,85,1139,1.2,4245.0,11.97,80.8,21.5,17
12,171,27,1.43,1741.0,11.97,80.8,21.5,10
12,171,121,1.65,1423.0,11.97,80.8,21.5,8
12,171,121,1.43,1741.0,11.97,80.8,21.5,10
12,171,426,1.23,1684.0,11.97,80.8,21.5,14
12,171,469,1.33,2925.0,11.97,80.8,21.5,11
12,171,476,1.43,1741.0,11.97,80.8,21.5,10
12,171,507,1.33,2925.0,11.97,80.8,21.5,11
12,171,636,1.43,1741.0,11.97,80.8,21.5,10
12,171,636,1.23,1684.0,11.97,80.8,21.5,14
12,171,692,0.53,34789.0,11.97,80.8,21.5,12
12,171,977,1.33,2925.0,11.97,80.8,21.5,11
12,171,1288,1.65,1423.0,11.97,80.8,21.5,8
12,171,1350,1.43,1741.0,11.97,80.8,21.5,10
14,104,521,0.93,4777.0,23.1,91.6,147.8,5
15,108,761,2.41,151.0,14.89,53.47,30.16,7
15,108,1042,1.43,1741.0,14.89,53.47,30.16,10
15,68,273,1.65,1423.0,14.89,53.47,30.16,8
15,68,732,0.93,4777.0,14.89,53.47,30.16,5
15,68,952,1.39,3806.0,14.89,53.47,30.16,19
15,89,389,0.93,4777.0,14.89,53.47,30.16,5
15,89,389,1.19,214.2,14.89,53.47,30.16,9
15,89,389,1.43,1741.0,14.89,53.47,30.16,10
15,89,389,0.6,4525.0,14.89,53.47,30.16,13
15,89,389,1.39,3806.0,14.89,53.47,30.16,19
16,126,439,1.39,3806.0,18.55,83.16,81.35,19
16,126,785,1.33,2925.0,18.55,83.16,81.35,11
16,126,884,1.33,2925.0,18.55,83.16,81.35,11
16,126,1282,0.53,34789.0,18.55,83.16,81.35,12
16,126,1282,1.23,1684.0,18.55,83.16,81.35,14
16,126,1357,1.65,1423.0,18.55,83.16,81.35,8
16,126,1357,1.33,2925.0,18.55,83.16,81.35,11
16,61,1358,1.65,1423.0,18.55,83.16,81.35,8
16,61,1358,1.33,2925.0,18.55,83.16,81.35,11
16,61,206,1.33,2925.0,18.55,83.16,81.35,11
16,61,879,1.65,1423.0,18.55,83.16,81.35,8
16,61,879,1.33,2925.0,18.55,83.16,81.35,11
16,61,1114,1.65,1423.0,18.55,83.16,81.35,8
16,61,1114,1.33,2925.0,18.55,83.16,81.35,11
16,61,1250,1.65,1423.0,18.55,83.16,81.35,8
16,61,1339,1.33,2925.0,18.55,83.16,81.35,11
17,131,615,0.93,4777.0,11.73,85.42,20.47,5
17,155,718,1.2,4245.0,11.73,85.42,20.47,17
17,155,1020,1.2,4245.0,11.73,85.42,20.47,17
17,153,1179,1.19,214.2,11.73,85.42,20.47,9
17,153,105,0.93,4777.0,11.73,85.42,20.47,5
17,153,106,0.93,4777.0,11.73,85.42,20.47,5
18,134,36,1.65,1423.0,9.82,63.89,59.4,8
18,134,304,1.53,15408.0,9.82,63.89,59.4,6
18,16,66,1.65,1423.0,9.82,63.89,59.4,8
18,33,691,1.65,1423.0,9.82,63.89,59.4,8
18,33,691,1.33,2925.0,9.82,63.89,59.4,11
18,33,22,1.33,2925.0,9.82,63.89,59.4,11
18,33,86,2.27,24719.3,9.82,63.89,59.4,2
18,33,86,0.93,4777.0,9.82,63.89,59.4,5
18,33,86,1.53,15408.0,9.82,63.89,59.4,6
18,33,86,2.41,151.0,9.82,63.89,59.4,7
18,33,86,1.19,214.2,9.82,63.89,59.4,9
18,33,86,1.33,2925.0,9.82,63.89,59.4,11
18,33,86,1.2,4245.0,9.82,63.89,59.4,17
18,33,303,3.3,2024.0,9.82,63.89,59.4,3
18,33,303,1.65,1423.0,9.82,63.89,59.4,8
18,33,303,1.43,1741.0,9.82,63.89,59.4,10
18,33,303,1.33,2925.0,9.82,63.89,59.4,11
18,33,347,3.3,2024.0,9.82,63.89,59.4,3
18,33,347,1.65,1423.0,9.82,63.89,59.4,8
18,33,347,1.33,2925.0,9.82,63.89,59.4,11
18,33,362,3.3,2024.0,9.82,63.89,59.4,3
18,33,362,1.53,15408.0,9.82,63.89,59.4,6
18,33,362,1.19,214.2,9.82,63.89,59.4,9
18,33,550,1.19,214.2,9.82,63.89,59.4,9
18,33,550,1.43,1741.0,9.82,63.89,59.4,10
18,33,802,3.3,2024.0,9.82,63.89,59.4,3
18,33,802,0.93,4777.0,9.82,63.89,59.4,5
18,33,802,1.53,15408.0,9.82,63.89,59.4,6
18,33,802,2.41,151.0,9.82,63.89,59.4,7
18,33,802,1.65,1423.0,9.82,63.89,59.4,8
18,33,802,1.19,214.2,9.82,63.89,59.4,9
18,33,802,1.43,1741.0,9.82,63.89,59.4,10
18,33,802,1.33,2925.0,9.82,63.89,59.4,11
18,33,1052,2.27,24719.3,9.82,63.89,59.4,2
18,33,1052,2.41,151.0,9.82,63.89,59.4,7
18,33,1052,1.19,214.2,9.82,63.89,59.4,9
18,33,1052,1.23,1684.0,9.82,63.89,59.4,14
18,33,1326,3.3,2024.0,9.82,63.89,59.4,3
18,33,1326,1.53,15408.0,9.82,63.89,59.4,6
18,33,1326,1.19,214.2,9.82,63.89,59.4,9
18,33,1326,1.33,2925.0,9.82,63.89,59.4,11
18,112,339,1.33,2925.0,9.82,63.89,59.4,11
18,112,1273,1.53,15408.0,9.82,63.89,59.4,6
18,147,115,3.3,2024.0,9.82,63.89,59.4,3
18,149,1123,1.33,2925.0,9.82,63.89,59.4,11
18,149,1123,1.39,3806.0,9.82,63.89,59.4,19
18,149,381,3.3,2024.0,9.82,63.89,59.4,3
18,149,381,1.33,2925.0,9.82,63.89,59.4,11
18,149,381,1.39,3806.0,9.82,63.89,59.4,19
18,149,651,3.3,2024.0,9.82,63.89,59.4,3
18,149,651,2.41,151.0,9.82,63.89,59.4,7
18,149,651,1.65,1423.0,9.82,63.89,59.4,8
18,149,651,1.43,1741.0,9.82,63.89,59.4,10
18,149,651,1.33,2925.0,9.82,63.89,59.4,11
18,149,651,1.39,3806.0,9.82,63.89,59.4,19
18,149,874,3.3,2024.0,9.82,63.89,59.4,3
18,149,874,2.41,151.0,9.82,63.89,59.4,7
18,149,874,1.65,1423.0,9.82,63.89,59.4,8
18,149,874,1.2,4245.0,9.82,63.89,59.4,17
18,149,874,1.39,3806.0,9.82,63.89,59.4,19
18,149,891,3.3,2024.0,9.82,63.89,59.4,3
18,149,891,2.41,151.0,9.82,63.89,59.4,7
18,149,891,1.65,1423.0,9.82,63.89,59.4,8
18,149,891,1.33,2925.0,9.82,63.89,59.4,11
18,149,891,1.39,3806.0,9.82,63.89,59.4,19
18,149,968,2.41,151.0,9.82,63.89,59.4,7
18,149,968,1.65,1423.0,9.82,63.89,59.4,8
